"bsv"	"type"	"length"	"context"	"word"	"prefLabel"	"context"	"location"	"features"
"BSV_ZNA_n_12_du_18_octobre_2013"	"html"	"10506"	"es non agricoles n°"	"octobre du Parcs, jardins et jardins"	""	"autres zones non zo"	"36-72"	"type=N_PUN_N_KON_N, match=fcu, form=octobre du Parcs, jardins et jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"html"	"10506"	"ver dans celle-ci."	"Parcs, jardins"	""	"et autres zones non"	"1983-1997"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"html"	"10506"	"ssement des tiges."	"Parcs, jardins"	""	"et autres zones non"	"4349-4363"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"html"	"10506"	"gins-Wädenswil ACW"	"Parcs, jardins"	""	"et autres zones non"	"4945-4959"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"html"	"10506"	"edon-bourgogne.com"	"Parcs, jardins"	""	"et autres zones non"	"6840-6854"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"html"	"10506"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"8593-8620"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_ZNA_n_12_du_18_octobre_2013"	"html"	"10506"	"tion du Bulletin de"	"santé du végétalParcs, jardins"	""	"et autres zones non"	"9230-9260"	"type=N_PUN_N, match=fcu, form=santé du végétalParcs, jardins"
"BSV_ZNAetPO-53_cle8973eb"	"html"	"12888"	"ur : -Lauriers rose-"	"Agrumes et citrus"	""	"Les niveaux d'attaq"	"2827-2844"	"type=N_KON_N, match=fcu, form=Agrumes et citrus"
"BSV_arbo_04"	"html"	"3588"	"s stades sensibles ("	"pommiers et poiriers"	""	") Aucune projection"	"340-360"	"type=N_KON_N, match=fcu, form=pommiers et poiriers"
"BSV_arbo_17"	"html"	"30202"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"3453-3480"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_arbo_17"	"html"	"30202"	"de nuisibilité Sur"	"pommier, le seuil de nuisibilité"	""	"est atteint dès que"	"16683-16715"	"type=N_PUN_N, match=fcu, form=pommier, le seuil de nuisibilité"
"BSV_arbo_17"	"html"	"30202"	"plus de risque pour"	"les fleurs, la femelle"	""	"ne peut plus pondre"	"20206-20228"	"type=N_PUN_N, match=fcu, form=les fleurs, la femelle"
"BSV_arboriculture_no09_du_14_avril_2011_cle87424a"	"html"	"8903"	"t bien visibles sur"	"pommiers et poiriers"	""	"(photo de droite)."	"2942-2962"	"type=N_KON_N, match=fcu, form=pommiers et poiriers"
"BSV_arboriculture_no09_du_14_avril_2011_cle87424a"	"html"	"8903"	"s au stade suivant,"	"les fleurs et les feuilles"	""	". Elles se déplacent"	"3217-3243"	"type=N_KON_N, match=fcu, form=les fleurs et les feuilles"
"BSV_arboriculture_no09_du_14_avril_2011_cle87424a"	"html"	"8903"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"8120-8145"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_arboriculture_no12_du_28_avril_2011_cle88e81d"	"html"	"8631"	"his plantaginea Sur"	"pommier, le seuil de nuisibilité"	""	"est atteint dès que"	"3455-3487"	"type=N_PUN_N, match=fcu, form=pommier, le seuil de nuisibilité"
"BSV_arboriculture_no12_du_28_avril_2011_cle88e81d"	"html"	"8631"	"de Seine et Marne,"	"le potager du roi, le jardin du Luxembourg, la ville de Meulan, les vergers de Molien, les vergers"	""	"d'Ableiges, verger"	"7247-7345"	"type=N_PUN_N, match=fcu, form=le potager du roi, le jardin du Luxembourg, la ville de Meulan, les vergers de Molien, les vergers"
"BSV_arboriculture_no12_du_28_avril_2011_cle88e81d"	"html"	"8631"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"7848-7873"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_cereales_paille_20_001"	"html"	"19408"	"(retour fréquent de"	"blé, variété"	""	"sensible, milieu fa"	"994-1006"	"type=N_PUN_N, match=fcu, form=blé, variété"
"BSV_colza_normandie_No6_semaine_41_du_3-10_au_9-10-2012_v1_cle8199f1"	"html"	"5998"	"parcelles du réseau"	"bsv, le colza"	""	"dépasse aujourd'hui"	"315-328"	"type=N_PUN_N, match=fcu, form=bsv, le colza"
"BSV_grandes_cultures_12-20_cle48bba7"	"html"	"17972"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"17156-17181"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_grandes_cultures_12-30_cle4692e1"	"html"	"11136"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"10320-10345"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_grandes_cultures_12-36_cle41c945"	"html"	"11102"	"E (77), sur 20% des"	"plantes, colza au stade"	""	"B4 (4 feuilles). Ab"	"7603-7626"	"type=N_PUN_N, match=fcu, form=plantes, colza au stade"
"BSV_grandes_cultures_12-36_cle41c945"	"html"	"11102"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"10286-10311"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_grandes_cultures_13-32_cle427651"	"html"	"8270"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"7454-7479"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_grandes_cultures_13-36_cle4e21eb"	"html"	"10129"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"9313-9338"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_juin2013_cle08ce1a-1"	"html"	"28578"	"................. 2"	"PIMENT ET POIVRON"	""	"FORT évolution du t"	"1116-1133"	"type=N_KON_N, match=fcu, form=PIMENT ET POIVRON"
"BSV_juin2013_cle08ce1a-1"	"html"	"28578"	"rement dit,"	"les
  
  
    citronniers,
  

limettiers,
mandariniers,
orangers"	""	"et autres agrumes L"	"7252-7317"	"type=N_PUN_N, match=fcu, form=les
  
  
    citronniers,
  

limettiers,
mandariniers,
orangers"
"BSV_juin2013_cle08ce1a-1"	"html"	"28578"	"toire martiniquais."	"Les agrumes et les buis de Chine"	""	"sont minutieusement"	"9195-9227"	"type=N_KON_N, match=fcu, form=Les agrumes et les buis de Chine"
"BSV_juin2013_cle08ce1a-1"	"html"	"28578"	"nts de feuilles sur"	"les agrumes et les buis de Chine"	""	"pour détection du H"	"10083-10115"	"type=N_KON_N, match=fcu, form=les agrumes et les buis de Chine"
"BSV_juin2013_cle08ce1a-1"	"html"	"28578"	"cercosporioses sur"	"le bananier, le coupe"	""	"-feuille, au travers"	"15373-15394"	"type=N_PUN_N, match=fcu, form=le bananier, le coupe"
"BSV_juin2013_cle08ce1a-1"	"html"	"28578"	"vide sanitaire. 14"	"Piment et poivron"	""	"Un total de 10 obse"	"24704-24721"	"type=N_KON_N, match=fcu, form=Piment et poivron"
"BSV_juin2013_cle08ce1a-1"	"html"	"28578"	"es Melonniers et de"	"Vergers et Jardins"	""	"Tropicaux. Rédacteu"	"28050-28068"	"type=N_KON_N, match=fcu, form=Vergers et Jardins"
"BSV_legumes_11_002"	"html"	"75059"	"......... 14 Oignon-"	"échalote et pomme de terre"	""	"primeur ..........."	"1463-1489"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"BSV_legumes_11_002"	"html"	"75059"	"sents sous abri sur"	"céleri et persil"	""	", bien contrôlés par"	"2708-2724"	"type=N_KON_N, match=fcu, form=céleri et persil"
"BSV_legumes_11_002"	"html"	"75059"	": dégâts d'altises."	"Oignon, échalote"	""	": observation de so"	"3256-3272"	"type=N_PUN_N, match=fcu, form=Oignon, échalote"
"BSV_legumes_11_002"	"html"	"75059"	"ptères(momies). Sur"	"persil, les coccinelles"	""	"ont fait leur appar"	"10222-10245"	"type=N_PUN_N, match=fcu, form=persil, les coccinelles"
"BSV_legumes_11_002"	"html"	"75059"	"es feuilles (céleri"	"branche et persil"	""	"), le seuil est iden"	"10463-10480"	"type=N_KON_N, match=fcu, form=branche et persil"
"BSV_legumes_11_002"	"html"	"75059"	"des organes aérien ("	"feuilles, gousses"	""	", ) entraînant ainsi"	"17514-17531"	"type=N_PUN_N, match=fcu, form=feuilles, gousses"
"BSV_legumes_11_002"	"html"	"75059"	"v 2 2 4"	"Mâches
    et Bettes"	""	"Tomates"	"20098-20118"	"type=N_KON_N, match=fcu, form=Mâches
    et Bettes"
"BSV_legumes_11_002"	"html"	"75059"	") sont observés sur"	"laitues et batavias"	""	"(tout type de stade"	"22757-22776"	"type=N_KON_N, match=fcu, form=laitues et batavias"
"BSV_legumes_11_002"	"html"	"75059"	"tériose. Crucifères"	"Choux, navets et radis"	""	"ALTISES DES CRUCIFE"	"24610-24632"	"type=N_PUN_N_KON_N, match=fcu, form=Choux, navets et radis"
"BSV_legumes_11_002"	"html"	"75059"	"lanacées Aubergine,"	"tomate et poivron"	""	"PUCERONS Etat génér"	"30523-30540"	"type=N_KON_N, match=fcu, form=tomate et poivron"
"BSV_legumes_11_002"	"html"	"75059"	"tous les secteurs."	"Les aubergines et les tomates"	""	"sont les plus touch"	"30653-30682"	"type=N_KON_N, match=fcu, form=Les aubergines et les tomates"
"BSV_legumes_11_002"	"html"	"75059"	"2 Page 14 Piégeages"	"Piégeage des noctuelles et mineuse de la tomate"	""	"Noctuelles"	"37914-37961"	"type=N_KON_N, match=fcu, form=Piégeage des noctuelles et mineuse de la tomate"
"BSV_legumes_11_002"	"html"	"75059"	"Tuta absoluta ("	"tomates, solanacées"	""	") 3"	"38355-38374"	"type=N_PUN_N, match=fcu, form=tomates, solanacées"
"BSV_legumes_11_002"	"html"	"75059"	"ignon- Oignon -"	"échalote et pomme de terre"	""	"primeur O"	"40546-40572"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"BSV_legumes_27_001"	"html"	"42395"	"................. 2"	"Carotte, céleri, panais et persil"	""	"..................."	"251-284"	"type=N_PUN_N_KON_N, match=fcu, form=Carotte, céleri, panais et persil"
"BSV_legumes_27_001"	"html"	"42395"	"......... 13 Oignon"	"échalote et pomme de terre"	""	"primeur ..........."	"1895-1921"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"BSV_legumes_27_001"	"html"	"42395"	"illes défoliatrices."	"Epinards et bettes"	""	": vol et ponte de l"	"2300-2318"	"type=N_KON_N, match=fcu, form=Epinards et bettes"
"BSV_legumes_27_001"	"html"	"42395"	"bulletin semaine 42."	"Oignons, échalotes"	""	": Mouches des alliu"	"2514-2532"	"type=N_PUN_N, match=fcu, form=Oignons, échalotes"
"BSV_legumes_27_001"	"html"	"42395"	"es Carotte,"	"céleri, panais et persil"	""	"Compositi"	"4070-4094"	"type=N_PUN_N_KON_N, match=fcu, form=céleri, panais et persil"
"BSV_legumes_27_001"	"html"	"42395"	"u feuillage.Carotte"	"d'industrie et carotte de conservation"	""	": de fortes attaque"	"7078-7116"	"type=N_KON_N, match=fcu, form=d'industrie et carotte de conservation"
"BSV_legumes_27_001"	"html"	"42395"	"alternaria).Carotte"	"d'industrie et carotte de conservation"	""	": le risque est nul"	"7290-7328"	"type=N_KON_N, match=fcu, form=d'industrie et carotte de conservation"
"BSV_legumes_27_001"	"html"	"42395"	"uation du réseau de"	"piégeage des noctuelles, teignes et mineuse de la tomate"	""	". Noctuelles Teigne"	"22528-22584"	"type=N_PUN_N_KON_N, match=fcu, form=piégeage des noctuelles, teignes et mineuse de la tomate"
"BSV_legumes_27_001"	"html"	"42395"	"2 2 Tuta absoluta ("	"tomates, solanacées"	""	") 1 1 3 Etat général"	"22820-22839"	"type=N_PUN_N, match=fcu, form=tomates, solanacées"
"BSV_legumes_27_001"	"html"	"42395"	"n semaine 42 Oignon"	"échalote et pomme de terre"	""	"primeur Oig"	"35533-35559"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"BSV_legumes_27_001"	"html"	"42395"	"éciation des bulbes"	"d'oignon et échalote"	""	"ainsi que des poire"	"39428-39448"	"type=N_KON_N, match=fcu, form=d'oignon et échalote"
"BSV_legumes_frais_no8_18_mai_2012_cle8f7dbc"	"html"	"3853"	"de la carotte Chou"	"fleur et brocoli"	""	": Mouche du chou Oi"	"323-339"	"type=N_KON_N, match=fcu, form=fleur et brocoli"
"BSV_legumes_frais_no8_18_mai_2012_cle8f7dbc"	"html"	"3853"	"baisse du vol. Chou-"	"fleur et brocoli"	""	": Mouche du chou :E"	"1700-1716"	"type=N_KON_N, match=fcu, form=fleur et brocoli"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	".......... 5 Oignon-"	"échalote et pomme de terre"	""	"primeur ..........."	"862-888"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"................ 16"	"Asperge, Courgette, Poireau"	""	"..................."	"1905-1932"	"type=N_PUN_N, match=fcu, form=Asperge, Courgette, Poireau"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"1 6 Oignon-Oignon -"	"échalote et pomme de terre"	""	"ter re primeur Oign"	"13742-13768"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"teau (45) en AB sur"	"oignon de semis, un foyer de mildiou"	""	"est présent cette s"	"17011-17047"	"type=N_PUN_N, match=fcu, form=oignon de semis, un foyer de mildiou"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"s grande partie des"	"oignons de semis, le risque"	""	"est faible. DIVERS"	"17478-17505"	"type=N_PUN_N, match=fcu, form=oignons de semis, le risque"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"unes sur les jeunes"	"feuilles des oignons, les feuilles"	""	"âgées se gaufrent e"	"17737-17771"	"type=N_PUN_N, match=fcu, form=feuilles des oignons, les feuilles"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"ervés sur de jeunes"	"batavias et feuilles de chêne"	""	"rouge : entre 20 et"	"21725-21754"	"type=N_KON_N, match=fcu, form=batavias et feuilles de chêne"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	": les sols retenant"	"l'humidité, la proximité de prairies"	""	"naturelles ou de cu"	"22032-22068"	"type=N_PUN_N, match=fcu, form=l'humidité, la proximité de prairies"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"avageur. Crucifères"	"Choux, radis"	""	": ALTISES Contexte"	"22180-22192"	"type=N_PUN_N, match=fcu, form=Choux, radis"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"es prochains jours."	"Les cultures de Solanacées(tomates, aubergines, poivrons"	""	") et concombres ne d"	"29951-30007"	"type=N_PUN_N, match=fcu, form=Les cultures de Solanacées(tomates, aubergines, poivrons"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"tres cultures comme"	"les choux, bettes"	""	", et salades. Tomate"	"30132-30149"	"type=N_PUN_N, match=fcu, form=les choux, bettes"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"d'observations Sur"	"tomates et poivrons"	""	", diverses altératio"	"32290-32309"	"type=N_KON_N, match=fcu, form=tomates et poivrons"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"arcelles infestées."	"Asperge, Courgette, Poireau"	""	"AspergeParcelles su"	"40371-40398"	"type=N_PUN_N, match=fcu, form=Asperge, Courgette, Poireau"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"parcelle de carotte"	"d'industrie et une parcelle de carotte"	""	"bio où on observe d"	"51702-51740"	"type=N_KON_N, match=fcu, form=d'industrie et une parcelle de carotte"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"cultures de céleri-"	"rave et céleri"	""	"-branche à St Benoît"	"53303-53317"	"type=N_KON_N, match=fcu, form=rave et céleri"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"aladies.Alternaria ("	"carotte, panais, persil"	""	") : pour les parcell"	"54948-54971"	"type=N_PUN_N, match=fcu, form=carotte, panais, persil"
"BSV_legumes_no24_cle46aed9"	"html"	"56308"	"bondant.Septoriose ("	"céleri, persil"	""	"): risque moyen, pou"	"55395-55409"	"type=N_PUN_N, match=fcu, form=céleri, persil"
"BSV_lin_18"	"html"	"6577"	"ns les parcelles du"	"sud du réseau, les lins"	""	"achèvent leur flora"	"1962-1985"	"type=N_PUN_N, match=fcu, form=sud du réseau, les lins"
"BSV_maraich_12-09_cle09e4cd"	"html"	"11676"	"légumes : carotte,"	"chou,épinard, salade"	""	". Tomate : une serre"	"205-225"	"type=N_PUN_N, match=fcu, form=chou,épinard, salade"
"BSV_maraich_12-09_cle09e4cd"	"html"	"11676"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"10892-10917"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_maraich_12-20_cle082e21"	"html"	"6936"	"chironomes. CRESSON"	"La chrysomèle du cresson, Phaedon"	""	"cochleariae : Plus"	"103-136"	"type=N_PUN_N, match=fcu, form=La chrysomèle du cresson, Phaedon"
"BSV_maraich_12-20_cle082e21"	"html"	"6936"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"6152-6177"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_maraichage_13-04_cle0b1abb"	"html"	"5034"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"4250-4275"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_maraichage_14-04_cle058f22"	"html"	"4720"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"3936-3961"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_maraichage_no02_du_4_mai_2011_cle83f85e"	"html"	"5890"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"5106-5131"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_maraichage_no06_du_29_juin_2011_cle013a3c"	"html"	"10018"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"9234-9259"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"BSV_no15_du_27-05-14_cle0f3e54"	"html"	"18887"	"ucerons cendrés sur"	"colza et présence de pucerons"	""	"momifiésSource : FR"	"1455-1484"	"type=N_KON_N, match=fcu, form=colza et présence de pucerons"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"html"	"7179"	"st pas atteint. Sur"	"féveroles, une parcelle"	""	"présente entre 5 à"	"477-500"	"type=N_PUN_N, match=fcu, form=féveroles, une parcelle"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"html"	"7179"	"nt été observés sur"	"pois et féveroles"	""	". Sur pois, ce ravag"	"781-798"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"html"	"7179"	"s du réseau, et sur"	"féveroles, une parcelle"	""	"présente des dégâts"	"1017-1040"	"type=N_PUN_N, match=fcu, form=féveroles, une parcelle"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"html"	"7179"	"plante. Sitones sur"	"pois et féveroles"	""	": Charançon de 3,5"	"4115-4132"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"html"	"7179"	"entation azotée des"	"pois et féveroles"	""	". Les pertes de rend"	"4459-4476"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"html"	"7179"	"ité est atteint sur"	"pois et féveroles"	""	"entre les stades le"	"4604-4621"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"html"	"7179"	"ies Anthracnose sur"	"pois et féverole"	""	": La nuisibilité de"	"6578-6594"	"type=N_KON_N, match=fcu, form=pois et féverole"
"BSV_no9_du_15-04-14_cle81cb1c"	"html"	"21858"	"rtement recom-tion ("	"pois, luzerne, colza"	""	", ). mandée étant do"	"6738-6758"	"type=N_PUN_N, match=fcu, form=pois, luzerne, colza"
"BSV_pdt_09_01_cle8a7831"	"html"	"6344"	"ité constante entre"	"les pieds et les buttes de pommes"	""	"de terre, les condi"	"2195-2228"	"type=N_KON_N, match=fcu, form=les pieds et les buttes de pommes"
"BSV_pdt_09_01_cle8a7831"	"html"	"6344"	"bilité variétale de"	"la pomme de terre et la présence de l'inoculum"	""	"dans l'environnemen"	"5999-6045"	"type=N_KON_N, match=fcu, form=la pomme de terre et la présence de l'inoculum"
"BSV_pdt_09_17_cle8f8bac"	"html"	"4037"	"s) Les repousses de"	"pomme de terre et plantes"	""	"hôtes (adventices d"	"973-998"	"type=N_KON_N, match=fcu, form=pomme de terre et plantes"
"BSV_pois_08_cle47b73e"	"html"	"3992"	"leur brun foncé sur"	"les feuilles et gousses"	""	". Pois d'hiver semé"	"2895-2918"	"type=N_KON_N, match=fcu, form=les feuilles et gousses"
"BSVarbo10_cle814295"	"html"	"11620"	"r régulièrement vos"	"vergers, un suivi"	""	"à la loupe permet d"	"5745-5762"	"type=N_PUN_N, match=fcu, form=vergers, un suivi"
"BSVarbo12"	"html"	"13998"	"sont favorables aux"	"repiquages et les pommiers"	""	"sont encore en péri"	"9382-9408"	"type=N_KON_N, match=fcu, form=repiquages et les pommiers"
"BSVarbo12"	"html"	"13998"	"200 végétaux (dont"	"la vigne, les agrumes, le pêcher, le prunier, l'amandier, le laurier"	""	", ...). Elle est pré"	"11787-11855"	"type=N_PUN_N, match=fcu, form=la vigne, les agrumes, le pêcher, le prunier, l'amandier, le laurier"
"BSVarbo15_cle897df1-2"	"html"	"13941"	"jusque 20 à 30% sur"	"mirabelles et quetsches"	""	". Les acariens auxil"	"1664-1687"	"type=N_KON_N, match=fcu, form=mirabelles et quetsches"
"BSVarbo15_cle897df1-2"	"html"	"13941"	"TION DU 8 JUIN 2011"	"Prunes, cerises"	""	"Xylébores Situation"	"5658-5673"	"type=N_PUN_N, match=fcu, form=Prunes, cerises"
"BSVarbo15_cle897df1-2"	"html"	"13941"	"à 47 captures. Sur"	"pommes, les seuils de nuisibilité"	""	"sont dépassés sur l"	"8707-8740"	"type=N_PUN_N, match=fcu, form=pommes, les seuils de nuisibilité"
"BSVarbo3_cle8618a5-3"	"html"	"8389"	"tés Galaxy, Idared,"	"Golden, Gala"	""	"; C-C1 (pointe vert"	"2498-2510"	"type=N_PUN_N, match=fcu, form=Golden, Gala"
"BSVarbo3_cle8618a5-3"	"html"	"8389"	"riétés précoces. En"	"poires, le stade de sensibilité"	""	"C3-D n'est pas enco"	"5277-5308"	"type=N_PUN_N, match=fcu, form=poires, le stade de sensibilité"
"BSVarbo5_cle8dc254-1"	"html"	"11850"	"rvés localement sur"	"pruniers et pommiers"	""	". Prunes Carpocapses"	"460-480"	"type=N_KON_N, match=fcu, form=pruniers et pommiers"
"BSVarbo5_cle8dc254-1"	"html"	"11850"	"ecteur localisé sur"	"pruniers et pommiers"	""	". On relève jusqu'à"	"3504-3524"	"type=N_KON_N, match=fcu, form=pruniers et pommiers"
"BSVarbo5_cle8dc254-1"	"html"	"11850"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"9981-10008"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSVleg18"	"html"	"8454"	"élevée de maladies"	"Solanacées et concombre"	""	"sous abri (p.2) Pre"	"185-208"	"type=N_KON_N, match=fcu, form=Solanacées et concombre"
"BSVleg18"	"html"	"8454"	"bactériose surtout."	"Solanacées et concombre"	""	"sous abri 2 Les obs"	"1244-1267"	"type=N_KON_N, match=fcu, form=Solanacées et concombre"
"BSVleg22_cle8a58a1"	"html"	"6528"	"respectivement pour"	"les tomates, les aubergines et les poivrons"	""	". Les tomates observ"	"1875-1918"	"type=N_PUN_N_KON_N, match=fcu, form=les tomates, les aubergines et les poivrons"
"BSVleg22_cle8a58a1"	"html"	"6528"	"à bien ralentie sur"	"les aubergines et les poivrons"	""	". Les différentes pr"	"2012-2042"	"type=N_KON_N, match=fcu, form=les aubergines et les poivrons"
"BSVleg2_cle055aaa"	"html"	"6331"	"les solanacées sous"	"abri, la pomme de terre et le poireau"	""	". D'autres informati"	"806-843"	"type=N_PUN_N_KON_N, match=fcu, form=abri, la pomme de terre et le poireau"
"BSVleg2_cle055aaa"	"html"	"6331"	"de fin mars à début"	"mai, les plants de tomates"	""	"ont désormais une t"	"2223-2249"	"type=N_PUN_N, match=fcu, form=mai, les plants de tomates"
"BSVleg2_cle055aaa"	"html"	"6331"	"lant de 30 à 90 cm."	"Les poivrons et aubergines"	""	"seront plantés cett"	"2297-2323"	"type=N_KON_N, match=fcu, form=Les poivrons et aubergines"
"BSVleg2_cle055aaa"	"html"	"6331"	"sont importants sur"	"les salades et les voiles"	""	"P17. Poireau : Mouc"	"4700-4725"	"type=N_KON_N, match=fcu, form=les salades et les voiles"
"BSVleg3_cle037b91-1"	"html"	"4846"	"les solanacées sous"	"abri, la pomme de terre et le poireau"	""	". D'autres informati"	"784-821"	"type=N_PUN_N_KON_N, match=fcu, form=abri, la pomme de terre et le poireau"
"BSVleg3_cle037b91-1"	"html"	"4846"	"les commencent pour"	"les poivrons et les aubergines"	""	". A Metz, les tomate"	"2142-2172"	"type=N_KON_N, match=fcu, form=les poivrons et les aubergines"
"BSVleg3_cle037b91-1"	"html"	"4846"	"s plus développées ("	"poireau, échalote et oignon"	""	"blanc) dont la réco"	"3508-3535"	"type=N_PUN_N_KON_N, match=fcu, form=poireau, échalote et oignon"
"BSVleg9"	"html"	"10549"	"9 et 20. Sur chaque"	"site, les aubergines et poivrons"	""	"sont plantées envir"	"2269-2301"	"type=N_PUN_N_KON_N, match=fcu, form=site, les aubergines et poivrons"
"BSVleg9"	"html"	"10549"	"ou plus de 80% des"	"pieds de poivron et d'aubergine"	""	"hébergent des colon"	"2859-2890"	"type=N_KON_N, match=fcu, form=pieds de poivron et d'aubergine"
"BSVleg9"	"html"	"10549"	"mouche du chou) sur"	"radis et navet"	""	"dans une moindre me"	"8938-8952"	"type=N_KON_N, match=fcu, form=radis et navet"
"BSVn10"	"html"	"15297"	"des cicadelles sur"	"céréales, pièges"	""	"englués jaunes A4 e"	"3526-3542"	"type=N_PUN_N, match=fcu, form=céréales, pièges"
"BSVn10"	"html"	"15297"	"vi des pucerons sur"	"blé et orge"	""	"en semaine 44 (du 2"	"4454-4465"	"type=N_KON_N, match=fcu, form=blé et orge"
"BSVn10"	"html"	"15297"	"et d'aptères. Avec"	"la croissance des céréales, les seuils de risque"	""	"de présence instant"	"4989-5037"	"type=N_PUN_N, match=fcu, form=la croissance des céréales, les seuils de risque"
"BSVn10"	"html"	"15297"	"oin, alors que dans"	"les prairies, le couvert"	""	"végétal masque les"	"8420-8444"	"type=N_PUN_N, match=fcu, form=les prairies, le couvert"
"BSVn10"	"html"	"15297"	"tels que les herses"	"étrilles, scarificateurs de prairies"	""	"influent sur l'habi"	"10652-10688"	"type=N_PUN_N, match=fcu, form=étrilles, scarificateurs de prairies"
"BSVn10_26-10-11_2_cle0f4be8"	"html"	"7429"	"s Vosges, Champagne"	"Céréales, la Coopérative"	""	"Agricole Lorraine,"	"6628-6652"	"type=N_PUN_N, match=fcu, form=Céréales, la Coopérative"
