"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"20130606_bsv_maraichage_13_cle46d94d"	"par les pigeons sur"	"chou et roquette"	"chou et roquette"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, roquette ( roquette ) =http://ontology.inrae.fr/frenchcropusage/Roquettes"	": les feuilles sont"	"9524-9540"	"type=N_KON_N, match=fcu, form=chou et roquette"
"20130606_bsv_maraichage_13_cle46d94d"	"PIE C UCURBITACEES ("	"CONCOMBRE, COURGETTE, MELON"	"CONCOMBRE, COURGETTE, MELON"	"CONCOMBRE ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres, COURGETTE ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes, MELON ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	") Suivi 2 parcelles"	"10629-10656"	"type=N_PUN_N, match=fcu, form=CONCOMBRE, COURGETTE, MELON"
"20130606_bsv_maraichage_13_cle46d94d"	"013 C UCURBITACEES ("	"CONCOMBRE, COURGETTE, MELON"	"CONCOMBRE, COURGETTE, MELON"	"CONCOMBRE ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres, COURGETTE ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes, MELON ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	") (suite) Attaque de"	"11720-11747"	"type=N_PUN_N, match=fcu, form=CONCOMBRE, COURGETTE, MELON"
"20130912_bsv_maraichage_26_cle4ed671"	"Brassicacées"	"Mouche du chou, altises"	"Mouche du chou, altises"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	"P. 5 Cucu"	"255-278"	"type=N_PUN_N, match=fcu, form=Mouche du chou, altises"
"20130912_bsv_maraichage_26_cle4ed671"	"de la carotte et du"	"chou, observation de pucerons"	"chou, observation de pucerons"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	"dans les salades B"	"982-1011"	"type=N_PUN_N, match=fcu, form=chou, observation de pucerons"
"20130912_bsv_maraichage_26_cle4ed671"	"iégeage dans le 49 ("	"chou, radis et radis"	"chou, radis et radis"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis, radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis"	"noir). Mouche du c"	"6438-6458"	"type=N_PUN_N_KON_N, match=fcu, form=chou, radis et radis"
"20130912_bsv_maraichage_26_cle4ed671"	"DDL C UCURBITACEES ("	"CONCOMBRE, COURGETTE, MELON"	"CONCOMBRE, COURGETTE, MELON"	"CONCOMBRE ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres, COURGETTE ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes, MELON ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	") Suivi Plusieurs pa"	"7556-7583"	"type=N_PUN_N, match=fcu, form=CONCOMBRE, COURGETTE, MELON"
"20130912_bsv_maraichage_26_cle4ed671"	"e ces ravageurs. En"	"Melon, la pression"	", la pression"	"Melon ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	"en sésamie et pyral"	"8157-8175"	"type=N_PUN_N, match=fcu, form=Melon, la pression"
"20130912_bsv_maraichage_26_cle4ed671"	"013 C UCURBITACEES ("	"CONCOMBRE, COURGETTE, MELON"	"CONCOMBRE, COURGETTE, MELON"	"CONCOMBRE ( concombre ) =http://ontology.inrae.fr/frenchcropusage/Concombres, COURGETTE ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes, MELON ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	") (SUITE) Maladies"	"9333-9360"	"type=N_PUN_N, match=fcu, form=CONCOMBRE, COURGETTE, MELON"
"20130912_bsv_maraichage_26_cle4ed671"	"E 2013 S OLANACEES ("	"TOMATE,POMME DE TERRE,POIVRON"	"TOMATE,POMME DE TERRE,POIVRON"	"TOMATE ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, POMME DE TERRE ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, POMME ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, POIVRON ( poivron ) =http://ontology.inrae.fr/frenchcropusage/Poivrons"	",AUBERGINE) Suivi Pa"	"12919-12948"	"type=N_PUN_N, match=fcu, form=TOMATE,POMME DE TERRE,POIVRON"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"............. 5"	"Les choux et navets"	"Les choux et navets"	"choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, navets ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers"	"..................."	"1001-1020"	"type=N_KON_N, match=fcu, form=Les choux et navets"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"ures observées sont"	"les carottes, les salades et les choux"	"les carottes, les salades et les choux"	"carottes ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes, salades ( salade ) =http://ontology.inrae.fr/frenchcropusage/Salades, choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	". Elles sont suivies"	"2481-2519"	"type=N_PUN_N_KON_N, match=fcu, form=les carottes, les salades et les choux"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"es sont suivies par"	"les poireaux, les tomates et les oignons"	"les poireaux, les tomates et les oignons"	"poireaux ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux, tomates ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, oignons ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	". Les fraises et les"	"2544-2584"	"type=N_PUN_N_KON_N, match=fcu, form=les poireaux, les tomates et les oignons"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"tes et les oignons."	"Les fraises et les céleris"	"Les fraises et les céleris"	"fraises ( fraisier ) =http://ontology.inrae.fr/frenchcropusage/Fraisiers, céleris ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris"	"enregistrent une ci"	"2586-2612"	"type=N_KON_N, match=fcu, form=Les fraises et les céleris"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"moyens à faibles en"	"carotte, céleri et persil"	"carotte, céleri et persil"	"carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes, céleri ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris, persil ( persil ) =http://ontology.inrae.fr/frenchcropusage/Persils"	", semblables à ceux"	"6801-6826"	"type=N_PUN_N_KON_N, match=fcu, form=carotte, céleri et persil"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"dégâts faibles (en"	"carotte, céleri et persil"	"carotte, céleri et persil"	"carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes, céleri ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris, persil ( persil ) =http://ontology.inrae.fr/frenchcropusage/Persils"	") semblables à ceux"	"7006-7031"	"type=N_PUN_N_KON_N, match=fcu, form=carotte, céleri et persil"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"12 avril 2013 2.4."	"LES CHOUX ET NAVETS"	"LES CHOUX ET NAVETS"	"CHOUX ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, CHOUX ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, NAVETS ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers"	": Les ravageurs : M"	"8323-8342"	"type=N_KON_N, match=fcu, form=LES CHOUX ET NAVETS"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"pora parasitica Sur"	"navet, les attaques"	", les attaques"	"navet ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers"	"ont été moyennes et"	"9784-9803"	"type=N_PUN_N, match=fcu, form=navet, les attaques"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"Pigeon Comme pour"	"les choux et les navets"	"les choux et les navets"	"choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, navets ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers"	", les ""morsures"" ont"	"10837-10860"	"type=N_KON_N, match=fcu, form=les choux et les navets"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"supérieurs à 2011."	"Haricot et pois"	"Haricot et pois"	"Haricot ( haricot ) =http://ontology.inrae.fr/frenchcropusage/Haricots, pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	": Tordeuse du pois"	"12055-12070"	"type=N_KON_N, match=fcu, form=Haricot et pois"
"2013_BSV_Bilan2012_Calvados_htenormandie_cle0352d6"	"nce de botrytis sur"	"les folioles et les fruits"	"les folioles et les "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"de certaines variét"	"12773-12799"	"type=N_KON_N, match=fcu, form=les folioles et les fruits"
"2013_BSV_calvados_htenormandie_06_noteAbeille_cle0c95a3"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"3278-3305"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"2013_BSV_calvados_htenormandie_06_noteAbeille_cle0c95a3"	"Al-SDQPV et ANAMSO ("	"colza, p"	", p"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	".2) En butinant de f"	"4562-4570"	"type=N_PUN_N, match=fcu, form=colza, p"
"2013_BSV_calvados_htenormandie_06_noteAbeille_cle0c95a3"	"utinant de fleur en"	"fleur, les insectes"	", les insectes"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	"pollinisateurs part"	"4598-4617"	"type=N_PUN_N, match=fcu, form=fleur, les insectes"
"2013_BSV_calvados_htenormandie_06_noteAbeille_cle0c95a3"	"onie peu conditions"	"d'enrobage et d'utilisation des semences"	"d'enrobage et d'utilisation des "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	"traitées par popule"	"10563-10603"	"type=N_KON_N, match=fcu, form=d'enrobage et d'utilisation des semences"
"2013_BSV_manche_33_cle8d1fbe"	"tels que le céleri"	"rave, la phacélie, la laitue"	"rave, la phacélie, la laitue"	"phacélie ( phacélie ) =http://ontology.inrae.fr/frenchcropusage/Phacelies, laitue ( laitue ) =http://ontology.inrae.fr/frenchcropusage/Laitues"	". 2 BSV n°33. 29 oc"	"3159-3187"	"type=N_PUN_N, match=fcu, form=rave, la phacélie, la laitue"
"2014_BSV_manche_37_cle8ad953"	"récolte à récolte,2"	"parcelles de carotte, stade"	"parcelles de , stade"	"carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes"	": proche récolte à"	"1846-1873"	"type=N_PUN_N, match=fcu, form=parcelles de carotte, stade"
"2014_BSV_manche_37_cle8ad953"	"e : grossissement à"	"récolte,
Mouche de la carotte"	"récolte,
Mouche de la "	"carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes"	": Relevé des captur"	"1973-2002"	"type=N_PUN_N, match=fcu, form=récolte,
Mouche de la carotte"
"2014_BSV_manche_37_cle8ad953"	"eage de teigne dans"	"les poireaux, mouche de la carotte"	"les poireaux, mouche de la carotte"	"poireaux ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux, carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes"	", diverses noctuelle"	"3272-3306"	"type=N_PUN_N, match=fcu, form=les poireaux, mouche de la carotte"
"22_bsv_gc_04_05_2010_cle022e2c"	"isque sclérotinia."	"Maïs et tournesol"	"Maïs et tournesol"	"Maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais, tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	": Surveillez les pa"	"612-629"	"type=N_KON_N, match=fcu, form=Maïs et tournesol"
"22_bsv_gc_04_05_2010_cle022e2c"	"égion Sur certaines"	"parcelles, les maïs"	"parcelles, les "	"maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	"sont à 3 feuilles."	"13090-13109"	"type=N_PUN_N, match=fcu, form=parcelles, les maïs"
"22_bsv_gc_04_05_2010_cle022e2c"	"pour le moment. En"	"pois de printemps, les parcelles"	"pois de printemps, les parcelles"	"pois de printemps ( pois protéagineux de printemps ) =http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"ont amorcé la phase"	"14024-14056"	"type=N_PUN_N, match=fcu, form=pois de printemps, les parcelles"
"26_BSV_GC_17092013_cle847136"	"feuille vraie. A ce"	"stade, le colza"	"stade, le "	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"est sensible à tous"	"1502-1517"	"type=N_PUN_N, match=fcu, form=stade, le colza"
"2_-_BSV_ZNA_S14_cle097ddd"	"s adventices, comme"	"les pissenlits et le chiendent"	"les  et le chiendent"	"pissenlits ( pissenlit ) =http://ontology.inrae.fr/frenchcropusage/Pissenlits"	", ont commencé leur"	"1866-1896"	"type=N_KON_N, match=fcu, form=les pissenlits et le chiendent"
"2_-_BSV_ZNA_S14_cle097ddd"	"sur les troncs (sur"	"tilleul, marronnier, hortensia et rosier"	"tilleul, marronnier, hortensia et "	"rosier ( rosier ) =http://ontology.inrae.fr/frenchcropusage/Rosiers"	"grimpant). Pour l'i"	"3065-3105"	"type=N_PUN_N_KON_N, match=fcu, form=tilleul, marronnier, hortensia et rosier"
"2_-_BSV_ZNA_S14_cle097ddd"	"chenille à carapace"	"Orangers et lauriers"	"Orangers et lauriers"	"Orangers ( oranger ) =http://ontology.inrae.fr/frenchcropusage/Orangers, lauriers ( laurier ) =http://ontology.inrae.fr/frenchcropusage/Lauriers"	"X Cochenille austra"	"6271-6291"	"type=N_KON_N, match=fcu, form=Orangers et lauriers"
"2_-_BSV_ZNA_S14_cle097ddd"	"ptère) Philocreton,"	"Asparagus, Bananier"	"Asparagus, "	"Bananier ( bananier ) =http://ontology.inrae.fr/frenchcropusage/Bananiers"	"X Cochenille farine"	"6512-6531"	"type=N_PUN_N, match=fcu, form=Asparagus, Bananier"
"34BSVGC15102013_cle0947e2"	"très défavorables à"	"l'activité des altises et les colzas du réseau"	"l'activité des altises et les  du réseau"	"colzas ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"ont tous dépassé le"	"1677-1723"	"type=N_KON_N, match=fcu, form=l'activité des altises et les colzas du réseau"
"34BSVGC15102013_cle0947e2"	". CEREALES D'HIVER ("	"orge et blé"	"orge et blé"	"orge ( orge ) =http://ontology.inrae.fr/frenchcropusage/Orges, blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	") 7 parcelles de blé"	"3564-3575"	"type=N_KON_N, match=fcu, form=orge et blé"
"34BSVGC15102013_cle0947e2"	"ultures hôtes comme"	"la luzerne, la carotte et la pomme de terre"	"la luzerne, la carotte et la pomme de terre"	"luzerne ( luzerne ) =http://ontology.inrae.fr/frenchcropusage/Luzernes, carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes, pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"... sont favorables"	"5884-5927"	"type=N_PUN_N_KON_N, match=fcu, form=la luzerne, la carotte et la pomme de terre"
"34BSVGC15102013_cle0947e2"	"res sensibles comme"	"la pomme de terre et l'en"	"la pomme de terre et l'en"	"pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"- Semer des variétés"	"7230-7255"	"type=N_KON_N, match=fcu, form=la pomme de terre et l'en"
"37_-_BSV_Grandes_cultures_S46_cle883289"	"signalés. Mais avec"	"la baisse des températures, le développement des colzas"	"la baisse des températures, le développement des "	"colzas ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"se r alentit aujour"	"1042-1097"	"type=N_PUN_N, match=fcu, form=la baisse des températures, le développement des colzas"
"37_-_BSV_Grandes_cultures_S46_cle883289"	"vées cette semaine."	"Les stades des blés et orge"	"Les stades des blés et orge"	"blés ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles, orge ( orge ) =http://ontology.inrae.fr/frenchcropusage/Orges"	"d'hiver observés so"	"6951-6978"	"type=N_KON_N, match=fcu, form=Les stades des blés et orge"
"42_BSV_Charentes_2011-12-21_cle02f587"	"Animateur Filières"	"Vigne et Arboriculture"	"Vigne et Arboriculture"	"Vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes, Arboriculture ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture"	": 10 Patrice RÉTAUD"	"1469-1491"	"type=N_KON_N, match=fcu, form=Vigne et Arboriculture"
"42_BSV_Charentes_2011-12-21_cle02f587"	"stivales permettent"	"le grossissement des baies et l'installation de foyers"	"le grossissement des  et l'installation de foyers"	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"de Botrytis. Dans d"	"11258-11312"	"type=N_KON_N, match=fcu, form=le grossissement des baies et l'installation de foyers"
"48_BSV_Charentes_2012-05-22_cle0282c6"	"Animateur Filières"	"Vigne et Arboriculture"	"Vigne et Arboriculture"	"Vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes, Arboriculture ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture"	": Critères d'évalua"	"1078-1100"	"type=N_KON_N, match=fcu, form=Vigne et Arboriculture"
"57_BSV_Haut-Poitou_2013-05-22_cle88c1ab"	"rative Centre Ouest"	"Céréales, les Etablissements"	", les Etablissements"	"Céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"Raynot, l'Institut"	"3917-3945"	"type=N_PUN_N, match=fcu, form=Céréales, les Etablissements"
"ACAB6BCBEMIh9FN9YXn91xWQ"	"aces sur les jeunes"	"feuilles et pousses d' artichauts"	"feuilles et pousses d' "	"artichauts ( artichaut ) =http://ontology.inrae.fr/frenchcropusage/Artichauts"	". Teigne de l'artich"	"2230-2263"	"type=N_KON_N, match=fcu, form=feuilles et pousses d' artichauts"
"ACAB6BCBEMIh9FN9YXn91xWQ"	"es (salade, blette,"	"artichaut, chrysanthèmes"	"artichaut, chrysanthèmes"	"artichaut ( artichaut ) =http://ontology.inrae.fr/frenchcropusage/Artichauts, chrysanthèmes ( chrysanthème ) =http://ontology.inrae.fr/frenchcropusage/Chrysanthemes"	") et de signaler la"	"3930-3954"	"type=N_PUN_N, match=fcu, form=artichaut, chrysanthèmes"
"ACAB6BCBEMIh9FN9YXn91xWQ"	"cies Beau temps sur"	"l'Ouest de la côte, présence de nuages"	"l'Ouest de la , présence de nuages"	"côte ( poirée ) =http://ontology.inrae.fr/frenchcropusage/Poirees"	"bas sur la façade E"	"5582-5620"	"type=N_PUN_N, match=fcu, form=l'Ouest de la côte, présence de nuages"
"ACAB6BCBEMIh9FN9YXn91xWQ"	"ale vers le Sud. En"	"bord de mer, le soleil"	"bord de mer, le "	"soleil ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	"est de retour même"	"6976-6998"	"type=N_PUN_N, match=fcu, form=bord de mer, le soleil"
"BSV-CAS-oct-2012"	"l'Agriculture et de"	"la Forêt, Fédération"	"la , Fédération"	"Forêt ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture"	"Départementale des"	"401-421"	"type=N_PUN_N, match=fcu, form=la Forêt, Fédération"
"BSV-Fruits-decembre-2014"	"l'Agriculture et de"	"la Forêt, Fédération"	"la , Fédération"	"Forêt ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture"	"Départementale des"	"392-412"	"type=N_PUN_N, match=fcu, form=la Forêt, Fédération"
"BSV-Fruits-decembre-2014"	"ordre décroissant :"	"limettier, pomélo"	", pomélo"	"limettier ( limettier ) =http://ontology.inrae.fr/frenchcropusage/Limettiers"	", combava, tangor, c"	"6302-6319"	"type=N_PUN_N, match=fcu, form=limettier, pomélo"
"BSV-Fruits-decembre-2014"	"r, pomélo, combava,"	"tangor, citronnier"	"tangor, citronnier"	"tangor ( tangor ) =http://ontology.inrae.fr/frenchcropusage/Tangors, citronnier ( citronnier ) =http://ontology.inrae.fr/frenchcropusage/Citronniers"	", orange, mandarinie"	"6330-6348"	"type=N_PUN_N, match=fcu, form=tangor, citronnier"
