"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"deseases"	"stages"	"context before"	"context after"	"location"	"features"
"BSV_26BOU_GC_2010_03_16_12"	"H1
P
BR
BR
H1
P
P"	"A RETENIR"	"A retenir cette semaine
- Progression des captures du charançon de la tige essentiellement à l'ouest de la région (Yonne) suite au radoucissement des températures.- Stade C2 sur presque la moitié des parcelles.- Dégâts de gel et des colzas déshydratés.
Réseau 2009-2010
Prévisions météorologiques du mercredi 17 mars au mardi 23 mars : Nous allons vers un très fort radoucissement. Hormis mercredi 17 où localement des gelées matinales peuvent être enregistrées, le reste de la semaine verra des minimales comprises entre 5 et 8°C. Les maximales seront supérieures à 15° C avec une pointe à 19°C prévu pour vendredi 19. Un temps variable et ensoleillé est annoncé jusqu'à vendredi. Mais à partir de samedi des bruines pourraient faire leur apparition et même des averses pour le mardi 23.
Sur les 65 parcelles que constituent actuellement le réseau colza 40 ont fait l'objet d'au moins une observation cette semaine."	"colza,
colza"	"charançon"	""	""	"12 du 16 mars 2010"	"Stade des colzas Le"	"126-1042"	"type=A RETENIR, form=A retenir cette semaine
- Progression des captures du charançon de la tige essentiellement à l'ouest de la région (Yonne) suite au radoucissement des températures.- Stade C2 sur presque la moitié des parcelles.- Dégâts de gel et des colzas déshydratés.
Réseau 2009-2010
Prévisions météorologiques du mercredi 17 mars au mardi 23 mars : Nous allons vers un très fort radoucissement. Hormis mercredi 17 où localement des gelées matinales peuvent être enregistrées, le reste de la semaine verra des minimales comprises entre 5 et 8°C. Les maximales seront supérieures à 15° C avec une pointe à 19°C prévu pour vendredi 19. Un temps variable et ensoleillé est annoncé jusqu'à vendredi. Mais à partir de samedi des bruines pourraient faire leur apparition et même des averses pour le mardi 23.
Sur les 65 parcelles que constituent actuellement le réseau colza 40 ont fait l'objet d'au moins une observation cette semaine."
"BSV_26BOU_GC_2014_03_04_16"	"H2
P
BR
BR
BR
BR
BR"	"A RETENIR"	"A retenir cette semaine
- Très nette accélération des stades phénologiques.- 29% des cuvettes piègent des charançons de la tige du colza cette semaine. Le risque va s'amplifier avec le retour de journées ensoleillées.- Premiers méligèthes capturés et pucerons cendrés observés dans l'Yonne.- Quelques cas de cylindrosporiose détectés dans l'Yonne.- Premiers symptômes d'oïdium observés en Saône et Loire.- Attention aux abeilles dans les parcelles où les sanves ou les colzas sont en fleurs."	"colza,
moutarde,
colza"	"charançons,
pucerons"	"d'oïdium"	""	"C- Source Météociel"	"Réseau 2013-2014 Le"	"356-847"	"type=A RETENIR, form=A retenir cette semaine
- Très nette accélération des stades phénologiques.- 29% des cuvettes piègent des charançons de la tige du colza cette semaine. Le risque va s'amplifier avec le retour de journées ensoleillées.- Premiers méligèthes capturés et pucerons cendrés observés dans l'Yonne.- Quelques cas de cylindrosporiose détectés dans l'Yonne.- Premiers symptômes d'oïdium observés en Saône et Loire.- Attention aux abeilles dans les parcelles où les sanves ou les colzas sont en fleurs."
"BSV_26BOU_GC_2014_03_04_16"	"H1
P"	"RESEAU D'OBSERVATION"	"Le réseau d'observation
Le réseau est constitué de 10 parcelles sur la région Bourgogne, 2 dans l'Yonne , 2 en Saône et Loire et 6 en Côte d'Or (1 Auxois,1chatillonnais et 4 en plaine dijonnaise). Cette semaine 9 sur 10 ont été observées."	""	""	""	""	"° 16 du 4 mars 2014"	"Stade de la culture"	"6489-6727"	"type=RESEAU D'OBSERVATION, form=Le réseau d'observation
Le réseau est constitué de 10 parcelles sur la région Bourgogne, 2 dans l'Yonne , 2 en Saône et Loire et 6 en Côte d'Or (1 Auxois,1chatillonnais et 4 en plaine dijonnaise). Cette semaine 9 sur 10 ont été observées."
"BSV_26BOU_GC_2014_03_04_16"	"SMALL
P
SMALL
P
SMALL
P
FIGCAPTION
FIGURE"	"FINANCEMENT"	"Bulletin édité sous la responsabilité de la Chambre Régionale d'Agriculture de Bourgogne et rédigé par ARVALIS-Institut du Végétal et le CETIOM, avec la collaboration du SRAL, des Chambres d'Agriculture 21, 58, 71 et 89 et du GIE BFC Agro, à partir des observations réalisées par : 110 BOURGOGNE - CA 21- CA 58 - CA 71 - CA 89 - CEREPY - COOP BOURGOGNE DU SUD SOUFFLET AGRICULTURE - DIJON CEREALES EPIS CENTRE MINOTERIE GAY SEPAC ETS RUZE SRAL - FREDON KRYSOP ALTERNATIVE - SAS BRESSON AGRIDEV TEOL - SEINEYONNE - CAPSERVAL - SENOGRAIN SARL LEGUY AMDIS
Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'Agriculture de Bourgogne dégage donc toute responsabilité quant aux décisions prises par les viticulteurs et agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base d'observations qu'ils auront eux mêmes réalisées sur leurs parcelles et/ou en s'appuyant sur les préconisations issues de bulletins techniques.
"" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 ""
Avec la participation financière de :"	""	""	""	""	"° 16 du 4 mars 2014"	"6"	"8326-9730"	"type=FINANCEMENT, form=Bulletin édité sous la responsabilité de la Chambre Régionale d'Agriculture de Bourgogne et rédigé par ARVALIS-Institut du Végétal et le CETIOM, avec la collaboration du SRAL, des Chambres d'Agriculture 21, 58, 71 et 89 et du GIE BFC Agro, à partir des observations réalisées par : 110 BOURGOGNE - CA 21- CA 58 - CA 71 - CA 89 - CEREPY - COOP BOURGOGNE DU SUD SOUFFLET AGRICULTURE - DIJON CEREALES EPIS CENTRE MINOTERIE GAY SEPAC ETS RUZE SRAL - FREDON KRYSOP ALTERNATIVE - SAS BRESSON AGRIDEV TEOL - SEINEYONNE - CAPSERVAL - SENOGRAIN SARL LEGUY AMDIS
Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'Agriculture de Bourgogne dégage donc toute responsabilité quant aux décisions prises par les viticulteurs et agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base d'observations qu'ils auront eux mêmes réalisées sur leurs parcelles et/ou en s'appuyant sur les préconisations issues de bulletins techniques.
"" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 ""
Avec la participation financière de :"
"BSV_26BOU_GC_2014_05_20_27"	"H2
P
BR
BR
H1
P"	"A RETENIR"	"A retenir cette semaine
- Très faible présence d'oïdium- Présence encore faible de cécidomyies dans les siliques- Des colonies de pucerons cendrés toujours présentes dans la Nièvre et l'Yonne
Réseau 2013-2014
Le réseau 2013-2014 est actuellement constitué de 67 parcelles. Le BSV pour cette semaine est réalisé à partir d'observations faites sur 30 parcelles du réseau ainsi que de remontées terrains."	""	"pucerons"	"d'oïdium"	""	"agne pour le colza."	"Stades des colzas L"	"585-986"	"type=A RETENIR, form=A retenir cette semaine
- Très faible présence d'oïdium- Présence encore faible de cécidomyies dans les siliques- Des colonies de pucerons cendrés toujours présentes dans la Nièvre et l'Yonne
Réseau 2013-2014
Le réseau 2013-2014 est actuellement constitué de 67 parcelles. Le BSV pour cette semaine est réalisé à partir d'observations faites sur 30 parcelles du réseau ainsi que de remontées terrains."
"BSV_26BOU_GC_2014_05_20_27"	"H2
P
BR
H1
P"	"A RETENIR"	"A retenir cette semaine :
- Stades très hétérogènes allant de la levée à 9 feuilles- Présence généralisée de pucerons verts en végétation avec des taux très importants de crispations sur feuilles.
Réseau 2014
Le réseau 2014 est actuellement constitué de 16 parcelles. Le BSV pour cette semaine est réalisé à partir d'observations faites sur 15 parcelles du réseau ainsi que de remontées terrains. La végétation a très peu progressé depuis une semaine. Les stades sont très hétérogènes et s'échelonnent de la levée à 9 feuilles."	""	"pucerons"	""	"stade secondaire BBCH 009 ,
stade secondaire BBCH 009 "	"mai 2014 TOURNESOL"	"Codificatio"	"2437-2964"	"type=A RETENIR, form=A retenir cette semaine :
- Stades très hétérogènes allant de la levée à 9 feuilles- Présence généralisée de pucerons verts en végétation avec des taux très importants de crispations sur feuilles.
Réseau 2014
Le réseau 2014 est actuellement constitué de 16 parcelles. Le BSV pour cette semaine est réalisé à partir d'observations faites sur 15 parcelles du réseau ainsi que de remontées terrains. La végétation a très peu progressé depuis une semaine. Les stades sont très hétérogènes et s'échelonnent de la levée à 9 feuilles."
"BSV_26BOU_GC_2014_05_20_27"	"SMALL
P
SMALL
P
SMALL
P
FIGCAPTION
FIGURE"	"FINANCEMENT"	"Bulletin édité sous la responsabilité de la Chambre Régionale d'Agriculture de Bourgogne et rédigé par ARVALIS-Institut du Végétal et le CETIOM, avec la collaboration du SRAL, des Chambres d'Agriculture 21, 58, 71 et 89 et du GIE BFC Agro, à partir des observations réalisées par : 110 BOURGOGNE - CA 21- CA 58 - CA 71 - CA 89 - CEREPY - COOP BOURGOGNE DU SUD SOUFFLET AGRICULTURE - DIJON CEREALES EPIS CENTRE MINOTERIE GAY SEPAC ETS RUZE SRAL - FREDON KRYSOP ALTERNATIVE - SAS BRESSON AGRIDEV TEOL - SEINEYONNE - CAPSERVAL - SENOGRAIN SARL LEGUY AMDIS
Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'Agriculture de Bourgogne dégage donc toute responsabilité quant aux décisions prises par les viticulteurs et agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base d'observations qu'ils auront eux mêmes réalisées sur leurs parcelles et/ou en s'appuyant sur les préconisations issues de bulletins techniques.
"" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 ""
Avec la participation financière de :"	""	""	""	""	"° 27 du 20 mai 2014"	"16"	"19276-20680"	"type=FINANCEMENT, form=Bulletin édité sous la responsabilité de la Chambre Régionale d'Agriculture de Bourgogne et rédigé par ARVALIS-Institut du Végétal et le CETIOM, avec la collaboration du SRAL, des Chambres d'Agriculture 21, 58, 71 et 89 et du GIE BFC Agro, à partir des observations réalisées par : 110 BOURGOGNE - CA 21- CA 58 - CA 71 - CA 89 - CEREPY - COOP BOURGOGNE DU SUD SOUFFLET AGRICULTURE - DIJON CEREALES EPIS CENTRE MINOTERIE GAY SEPAC ETS RUZE SRAL - FREDON KRYSOP ALTERNATIVE - SAS BRESSON AGRIDEV TEOL - SEINEYONNE - CAPSERVAL - SENOGRAIN SARL LEGUY AMDIS
Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'Agriculture de Bourgogne dégage donc toute responsabilité quant aux décisions prises par les viticulteurs et agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base d'observations qu'ils auront eux mêmes réalisées sur leurs parcelles et/ou en s'appuyant sur les préconisations issues de bulletins techniques.
"" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 ""
Avec la participation financière de :"
"BSV_2_cereales_Normandie_R2011_cle02a37b"	"H2
P
BR"	"RISQUE"	"Synthèse des observations du début de semaine 41
OBSERVATIONS Bilan de la semaine
Observations réalisées en début de semaine sur :"	""	""	""	""	"les 13 octobre 2010"	"13 parcelles de blé"	"150-280"	"type=RISQUE, form=Synthèse des observations du début de semaine 41
OBSERVATIONS Bilan de la semaine
Observations réalisées en début de semaine sur :"
"BSV_2_chataigne_28juin2012_cle4ef6f6"	"H2
SMALL
P"	"FINANCEMENT"	"PROCHAIN BULLETIN : MI-JUILLET 2012
Action pilotée par le Ministère de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018"	""	""	""	""	"uits rouges""-CTIFL)"	"N.B. : Ce Bulletin"	"13594-13869"	"type=FINANCEMENT, form=PROCHAIN BULLETIN : MI-JUILLET 2012
Action pilotée par le Ministère de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"H1
P
P
BR
BR
P
P
P"	"RISQUE"	"Synthèse des observations du début de semaine 13
OBSERVATIONS Bilan de la semaine
Observations réalisées en début de semaine sur : 5 parcelles de féveroles de printemps 9 parcelles de pois de printemps
STADES Mesures
En féverole, 1 parcelle n'est pas encore levée, 2 parcelles sont levées et 2 parcelles sont au stade 2 feuilles.
En pois, 2 parcelles sont en cours de levée, et les autres parcelles sont entre le stade 1 feuille et le stade 4 feuilles."	"féverole de printemps,
pois protéagineux de printemps,
féverole,
pois"	""	""	"stade secondaire BBCH 009 "	"u Végétal Normandie"	"Protéagineux RAVAGE"	"1959-2411"	"type=RISQUE, form=Synthèse des observations du début de semaine 13
OBSERVATIONS Bilan de la semaine
Observations réalisées en début de semaine sur : 5 parcelles de féveroles de printemps 9 parcelles de pois de printemps
STADES Mesures
En féverole, 1 parcelle n'est pas encore levée, 2 parcelles sont levées et 2 parcelles sont au stade 2 feuilles.
En pois, 2 parcelles sont en cours de levée, et les autres parcelles sont entre le stade 1 feuille et le stade 4 feuilles."
