"bsv"	"context before"	"bioagressors"	"context after"	"location"	"features"
"100624_BSV_Colza_tournesol"	"à des symptômes de"	"mildiou"	". Albugo Cetiom Ceti"	"2875-2882"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"100701_bsv_mais"	"7/2010 RAVAGEURS :"	"Pyrale"	"Suivi des vols :Sur"	"1562-1568"	"type=BIOAGRESSOR, $=pyrale, form=Pyrale"
"100701_bsv_mais"	"rte des captures de"	"pyrale"	", période du 25/06 a"	"1911-1917"	"type=BIOAGRESSOR, $=pyrale, form=pyrale"
"100701_bsv_mais"	"e du 25/06 au 1/07:"	"Pucerons"	"Les parcelles rense"	"1990-1998"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"100701_bsv_mais"	"ées sont de 21 pour"	"Rhopalosiphum"	"p., 26 pour Sitobio"	"2041-2054"	"type=BIOAGRESSOR, $=rhopalosiphum, form=Rhopalosiphum"
"100701_bsv_mais"	"osiphum p., 26 pour"	"Sitobion"	"a. et 27 pour Metop"	"2067-2075"	"type=BIOAGRESSOR, $=sitobion, form=Sitobion"
"100701_bsv_mais"	"d. La population de"	"Sitobion"	"a. et de Rhopalosip"	"2124-2132"	"type=BIOAGRESSOR, $=sitobion, form=Sitobion"
"100701_bsv_mais"	"e Sitobion a. et de"	"Rhopalosiphum"	"p. reste nulle ou i"	"2142-2155"	"type=BIOAGRESSOR, $=rhopalosiphum, form=Rhopalosiphum"
"100701_bsv_mais"	"on entre 100 et 500"	"pucerons"	". BSV céréales et pr"	"2340-2348"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"2010 Population de"	"puceron"	"Metopolophium d., p"	"2422-2429"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"100701_bsv_mais"	"de nuisibilité des"	"pucerons"	"sur maïs. Metopolop"	"2656-2664"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"pucerons sur maïs."	"Metopolophium dirhodum"	"ESPECES DESCRIPTION"	"2675-2697"	"type=BIOAGRESSOR, $=metopolophium dirhodum, form=Metopolophium dirhodum"
"100701_bsv_mais"	"pucerons sur maïs."	"Metopolophium dirhodum"	"ESPECES DESCRIPTION"	"2675-2697"	"type=BIOAGRESSOR, $=metopolophium dirhodum, form=Metopolophium dirhodum"
"100701_bsv_mais"	"ESPECES DESCRIPTION"	"Sitobion"	"avenae Taille envir"	"2718-2726"	"type=BIOAGRESSOR, $=sitobion, form=Sitobion"
"100701_bsv_mais"	"les qui sont noires"	"Rhopalosiphum"	"padi Taille inférie"	"2927-2940"	"type=BIOAGRESSOR, $=rhopalosiphum, form=Rhopalosiphum"
"100701_bsv_mais"	"BILITE En nombre de"	"pucerons"	"par plante Taille e"	"3156-3164"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"t 3-4 f. du maïs: 5"	"pucerons"	"/p.Entre 4 et 6 f. d"	"3219-3227"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"et 6 f. du maïs: 10"	"pucerons"	"/p. Couleur vert ama"	"3258-3266"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	". du maïs : 20 à 50"	"pucerons"	"/p. pas colorées.Apr"	"3366-3374"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"f. du maïs : + 100"	"pucerons"	"/p. Ligne d'un vert"	"3421-3429"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"uilles du maïs. 500"	"pucerons"	"(avec de nombreux a"	"3551-3559"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"es par les premiers"	"pucerons"	", observez tous les"	"3811-3819"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"des populations de"	"pucerons"	"et d'auxiliaires. B"	"3893-3901"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"allèle de celle des"	"pucerons"	". Principaux auxilia"	"4188-4196"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"iliaires contre les"	"pucerons"	"Larves de Syrphes :"	"4232-4240"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"contre les pucerons"	"Larves"	"de Syrphes : Episyr"	"4241-4247"	"type=BIOAGRESSOR, $=larve, form=Larves"
"100701_bsv_mais"	"pisyrphus balteatus"	"Larves"	"de Syrphes : Sphaer"	"4282-4288"	"type=BIOAGRESSOR, $=larve, form=Larves"
"100701_bsv_mais"	"haerophoria scripta"	"Larve"	"de chrysope Larve d"	"4324-4329"	"type=BIOAGRESSOR, $=larve, form=Larve"
"100701_bsv_mais"	"a Larve de chrysope"	"Larve"	"de coccinelle Momie"	"4342-4347"	"type=BIOAGRESSOR, $=larve, form=Larve"
"100701_bsv_mais"	"coccinelle Momie de"	"puceron"	"parasité par Diaere"	"4371-4378"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"100701_bsv_mais"	"Diaeretiella rapae"	"Puceron"	"parasité par un Pra"	"4411-4418"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"100701_bsv_mais"	"ensité cette année."	"pucerons"	"verts La présence d"	"6151-6159"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"erts La présence de"	"pucerons"	"verts concerne 4 si"	"6181-6189"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"la nuisibilité des"	"pucerons"	"verts ne peut être"	"6676-6684"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"oses sur tiges). Le"	"botrytis"	"est toujours présen"	"6908-6916"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"100701_bsv_mais"	"nts. Par contre, la"	"rouille"	"(3 parcelles concer"	"7219-7226"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"100701_bsv_mais"	"EROLES de PRINTEMPS"	"pucerons"	"noirs Comme la sema"	"7901-7909"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"sée, la présence de"	"pucerons"	"noirs est signalée"	"7956-7964"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"un manchon (1cm) de"	"pucerons"	"n'est pas encore at"	"8099-8107"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100701_bsv_mais"	"elques symptômes de"	"mildiou"	"(contaminations sec"	"8222-8229"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"100701_bsv_mais"	"rcelles et 1 cas de"	"botrytis"	". Ces deux maladies"	"8287-8295"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"100701_bsv_mais"	"e : Les attaques de"	"mildiou"	"via des contaminati"	"8417-8424"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"100916_BSV_Colza_Tournesol_S37"	"3% 5% 4% RAVAGEURS"	"ALTISES"	"Grosse altise : des"	"1678-1685"	"type=BIOAGRESSOR, $=altise, form=ALTISES"
"100916_BSV_Colza_Tournesol_S37"	"EURS ALTISES Grosse"	"altise"	": des captures dans"	"1693-1699"	"type=BIOAGRESSOR, $=altise, form=altise"
"100916_BSV_Colza_Tournesol_S37"	"captures de petites"	"altises"	"cette semaine (7 pa"	"2186-2193"	"type=BIOAGRESSOR, $=altise, form=altises"
"100916_BSV_Colza_Tournesol_S37"	"acement des petites"	"altises"	". TENTHREDE DE LA RA"	"2676-2683"	"type=BIOAGRESSOR, $=altise, form=altises"
"100916_BSV_Colza_Tournesol_S37"	"es petites altises."	"TENTHREDE"	"DE LA RAVE Coléoptè"	"2685-2694"	"type=BIOAGRESSOR, $=tenthrède, form=TENTHREDE"
"100916_BSV_Colza_Tournesol_S37"	"t déterminé par les"	"larves"	", de la levée jusqu'"	"3028-3034"	"type=BIOAGRESSOR, $=larve, form=larves"
"100916_BSV_Colza_Tournesol_S37"	"surface végétative."	"Larve"	"7 Adulte mm LIMACE"	"3147-3152"	"type=BIOAGRESSOR, $=larve, form=Larve"
"100916_BSV_Colza_Tournesol_S37"	"Larve 7 Adulte mm"	"LIMACES"	": Des dégâts sont s"	"3166-3173"	"type=BIOAGRESSOR, $=limace, form=LIMACES"
"100916_BSV_Colza_Tournesol_S37"	"ur sont favorables."	"PUCERONS"	": les tous premiers"	"3341-3349"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"100916_BSV_Colza_Tournesol_S37"	": les tous premiers"	"pucerons"	"verts et cendrés on"	"3370-3378"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"100916_BSV_Colza_Tournesol_S37"	"e est faible. Aucun"	"CHARANÇON"	"du BOURGEON TERMINA"	"3543-3552"	"type=BIOAGRESSOR, $=charançon, form=CHARANÇON"
"100916_BSV_Colza_Tournesol_S37"	"dies. Sur capitule,"	"sclérotinia"	"et botrytis sont bi"	"3874-3885"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"100916_BSV_Colza_Tournesol_S37"	"ule, sclérotinia et"	"botrytis"	"sont bien présents."	"3889-3897"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"100916_BSV_Colza_Tournesol_S37"	"t bien présents. Le"	"botrytis"	"qui se caractérise"	"3921-3929"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"100916_BSV_Colza_Tournesol_S37"	"seau (25 à 75%). Le"	"sclérotinia"	"sur capitule est ca"	"4121-4132"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"100916_BSV_Colza_Tournesol_S37"	"tules sont touchés."	"Sclerotinia"	"Sclerotinia Botryti"	"4343-4354"	"type=BIOAGRESSOR, $=sclerotinia, form=Sclerotinia"
"100916_BSV_Colza_Tournesol_S37"	"ouchés. Sclerotinia"	"Sclerotinia"	"Botrytis Sur tige,"	"4355-4366"	"type=BIOAGRESSOR, $=sclerotinia, form=Sclerotinia"
"100916_BSV_Colza_Tournesol_S37"	"rotinia Sclerotinia"	"Botrytis"	"Sur tige, le phomop"	"4367-4375"	"type=BIOAGRESSOR, $=botrytis, form=Botrytis"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"la surveillance du"	"charançon"	"des siliques car la"	"167-176"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"parcelle à l'autre"	"Pucerons"	"cendrés peu présent"	"244-252"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"peu présents Risque"	"sclérotinia"	"toujours d'actualit"	"281-292"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"e feuille dégainée."	"Rouille jaune"	"très active. Vigila"	"427-440"	"type=BIOAGRESSOR, $=rouille jaune, form=Rouille jaune"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"e feuille dégainée."	"Rouille jaune"	"très active. Vigila"	"427-440"	"type=BIOAGRESSOR, $=rouille jaune, form=Rouille jaune"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"s active. Vigilance"	"septoriose"	". Beaucoup de taches"	"464-474"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"gainée à floraison."	"Rhynchosporiose"	"et helminthosporios"	"568-583"	"type=BIOAGRESSOR, $=rhynchosporiose, form=Rhynchosporiose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"Rhynchosporiose et"	"helminthosporiose"	"dominantes. ORGE DE"	"587-604"	"type=BIOAGRESSOR, $=helminthosporiose, form=helminthosporiose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ctivité modérée des"	"sitones"	". MAÏS : Levées sont"	"780-787"	"type=BIOAGRESSOR, $=sitones, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"me : peu d'activité."	"Pucerons"	"noirs : observation"	"1105-1113"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"e de grains colorés"	"CHARANÇON"	"DES SILIQUES Situat"	"2414-2423"	"type=BIOAGRESSOR, $=charançon, form=CHARANÇON"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ILIQUES SituationLe"	"charançon"	"des siliques est en"	"2449-2458"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ssé le seuil de 0.5"	"charançon"	"par plante à l'inté"	"2720-2729"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"cerné. Photo-Cetiom"	"Charançon"	"des siliques adulte"	"2822-2831"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"lité est fixé à 0,5"	"charançon"	"présent en moyenne"	"3249-3258"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"intégrant le risque"	"cécidomyies"	"car les pertes dues"	"3351-3362"	"type=BIOAGRESSOR, $=cécidomyie, form=cécidomyies"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"les pertes dues aux"	"larves"	"de charançons des s"	"3387-3393"	"type=BIOAGRESSOR, $=larve, form=larves"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"dues aux larves de"	"charançons"	"des siliques sont m"	"3397-3407"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	". 2 Concernant les"	"cécidomyies"	"Le modèle ProplantE"	"3509-3520"	"type=BIOAGRESSOR, $=cécidomyie, form=cécidomyies"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"vols. Photo-Cetiom"	"Cécidomyies"	"Analyse de risque L"	"3691-3702"	"type=BIOAGRESSOR, $=cécidomyie, form=Cécidomyies"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"exposées au risque"	"charançon"	"des siliques dont l"	"3781-3790"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"e silique à piquer."	"PUCERON"	"CENDRE Photo-Cetiom"	"4214-4221"	"type=BIOAGRESSOR, $=puceron, form=PUCERON"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"DRE Photo-Cetiom Le"	"puceron"	"cendré a été signal"	"4245-4252"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"sud-ouest marnais."	"Puceron"	"cendré SCLEROTINIA"	"4419-4426"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ais. Puceron cendré"	"SCLEROTINIA"	"Toutes les parcelle"	"4434-4445"	"type=BIOAGRESSOR, $=sclerotinia, form=SCLEROTINIA"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"exposées au risque"	"sclérotinia"	". A la faveur de l'h"	"4529-4540"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"nuisibilité pour le"	"sclérotinia"	"du colza étant donn"	"4744-4755"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"réventive.Le risque"	"sclérotinia"	"de l'année peut êtr"	"4854-4865"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ltures sensibles au"	"sclérotinia"	"dans la rotation (c"	"5043-5054"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"servé. Photo-Cetiom"	"Oïdium"	"La cylindroporiose"	"5670-5676"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ns 2 parcelles. Les"	"limaces"	"ont été assez discr"	"6075-6082"	"type=BIOAGRESSOR, $=limace, form=limaces"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"igulée ou dégainée."	"ROUILLE JAUNE"	"SituationDes symptô"	"8772-8785"	"type=BIOAGRESSOR, $=rouille jaune, form=ROUILLE JAUNE"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"igulée ou dégainée."	"ROUILLE JAUNE"	"SituationDes symptô"	"8772-8785"	"type=BIOAGRESSOR, $=rouille jaune, form=ROUILLE JAUNE"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ionDes symptômes de"	"rouille jaune"	"sont signalés dans"	"8812-8825"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ionDes symptômes de"	"rouille jaune"	"sont signalés dans"	"8812-8825"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"yello reste élevé."	"ROUILLE"	"BRUNE SituationDes"	"9277-9284"	"type=BIOAGRESSOR, $=rouille, form=ROUILLE"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ionDes symptômes de"	"rouille"	"brune ont été signa"	"9317-9324"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"risque Bien que la"	"rouille"	"brune soit arrivée"	"9611-9618"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ppement optimal. 5"	"SEPTORIOSE"	"Photo-ARVALIS Insti"	"9775-9785"	"type=BIOAGRESSOR, $=septoriose, form=SEPTORIOSE"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"nt des symptômes de"	"septoriose"	".=> Variétés peu sen"	"10166-10176"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"nt des symptômes de"	"septoriose"	". Symptômes de septo"	"10265-10275"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"riose. Symptômes de"	"septoriose"	"Analyse de risqueEl"	"10290-10300"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"sque agroclimatique"	"septoriose"	"est jugé modéré à f"	"10768-10778"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ul du 24 avril 2014"	"OÏDIUM"	"Source-ARVALIS Inst"	"11004-11010"	"type=BIOAGRESSOR, $=oïdium, form=OÏDIUM"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ge blanc. Symptômes"	"oïdium"	"Analyse de risque L"	"11538-11544"	"type=BIOAGRESSOR, $=oïdium, form=oïdium"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"DU PIED Présence de"	"piétin"	"verse dans 3 parcel"	"11727-11733"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"teints. Présence de"	"fusariose"	"en bas de tige dans"	"11803-11812"	"type=BIOAGRESSOR, $=fusariose, form=fusariose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ouchés. Présence de"	"rhizoctone"	"dans une parcelle a"	"11884-11894"	"type=BIOAGRESSOR, $=rhizoctone, form=rhizoctone"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"lles du réseau. Des"	"mouches"	"mineuses sont signa"	"12408-12415"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"réseau. Des mouches"	"mineuses"	"sont signalées dans"	"12416-12424"	"type=BIOAGRESSOR, $=mineuses, form=mineuses"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"les. La présence de"	"pucerons"	"est signalée dans 1"	"12473-12481"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"'une observation de"	"rhynchosporiose"	". 62% d'entre elles"	"12763-12778"	"type=BIOAGRESSOR, $=rhynchosporiose, form=rhynchosporiose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"égétal Symptômes de"	"rhynchosporiose"	"sur orge Symptômes"	"13146-13161"	"type=BIOAGRESSOR, $=rhynchosporiose, form=rhynchosporiose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"rent la présence de"	"rouille"	"naine sur F3 (entre"	"13273-13280"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"nalyse de risque La"	"rhynchosporiose"	"et l'helminthospori"	"13629-13644"	"type=BIOAGRESSOR, $=rhynchosporiose, form=rhynchosporiose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"arcelles du réseau."	"Mouches"	"mineuses signalées"	"13854-13861"	"type=BIOAGRESSOR, $=mouche, form=Mouches"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"du réseau. Mouches"	"mineuses"	"signalées dans 1 pa"	"13862-13870"	"type=BIOAGRESSOR, $=mineuses, form=mineuses"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"rcelle. Présence de"	"pucerons"	"dans une parcelle a"	"13910-13918"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"gnols (1 parcelle),"	"limaces"	"(1 parcelle) mineus"	"14286-14293"	"type=BIOAGRESSOR, $=limace, form=limaces"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ses(2 parcelles) et"	"taupin"	"(1 parcelles). PROT"	"14332-14338"	"type=BIOAGRESSOR, $=taupin, form=taupin"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"S Pois de printemps"	"SITONES"	"Etat général 4 parc"	"14548-14555"	"type=BIOAGRESSOR, $=sitones, form=SITONES"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"lent la présence de"	"sitones"	"avec moins de 5 mor"	"14606-14613"	"type=BIOAGRESSOR, $=sitones, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"uil de nuisibilité."	"THRIPS"	"La présence de thri"	"14954-14960"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"RIPS La présence de"	"thrips"	"n'est signalée sur"	"14976-14982"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"verole de printemps"	"SITONES"	"Etat général16 parc"	"15041-15048"	"type=BIOAGRESSOR, $=sitones, form=SITONES"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"lent la présence de"	"sitones"	": 6 parcelles avec"	"15116-15123"	"type=BIOAGRESSOR, $=sitones, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"alyse de risque Les"	"sitones"	"sont très présents"	"15260-15267"	"type=BIOAGRESSOR, $=sitones, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	". Rappelons que les"	"sitones"	"sont moins nuisible"	"15338-15345"	"type=BIOAGRESSOR, $=sitones, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"quelques parcelles."	"PUCERONS"	"Les premiers pucero"	"15488-15496"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"CERONS Les premiers"	"pucerons"	"ont été observés da"	"15510-15518"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"parcelle. Dégâts de"	"sitones"	"sur pois Source : A"	"15565-15572"	"type=BIOAGRESSOR, $=sitones, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"Institut du végétal"	"Sitones"	"adulte MALADIES Rie"	"15656-15663"	"type=BIOAGRESSOR, $=sitones, form=Sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"aces de présence de"	"mouches"	"du semis observées"	"15925-15932"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"de contamination du"	"mildiou"	"dans les parcelles."	"16491-16498"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"dans la plaine, le"	"mildiou"	"peut mettre en péri"	"16554-16561"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"oivent être bâchés."	"MILDIOU"	"L'appréciation du r"	"17508-17515"	"type=BIOAGRESSOR, $=mildiou, form=MILDIOU"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"réciation du risque"	"mildiou"	"intègre les facteur"	"17541-17548"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"nt avec présence de"	"mildiou"	", le risque est élev"	"17937-17944"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"yères, Gourgançon )"	"Thrips"	": Quelques déformat"	"20143-20149"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"nciennes piqûres de"	"thrips"	". Les dégâts sont à"	"20312-20318"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"secticide au semis."	"Pucerons"	"Noirs : Les tempéra"	"20490-20498"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"es premiers vols de"	"pucerons"	"sur la région. Ils"	"20591-20599"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"s Petite colonie de"	"pucerons"	"noirs en absence de"	"21038-21046"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"11_BSV_GC_17052010_cle85a2fb"	"arcelles du réseau."	"Charançon"	"des siliques Aucun"	"192-201"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"11_BSV_GC_17052010_cle85a2fb"	"des siliques Aucun"	"charançon"	"n'a été observé. Il"	"221-230"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"11_BSV_GC_17052010_cle85a2fb"	"à son observation."	"Pucerons"	"cendrés COLZA Sclér"	"365-373"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
