"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"stages"	"locality"	"dates"	"context before"	"context after"	"location"	"features"
"05bsv_jevi_20190502_cle8f22b6"	"H5
P"	"RESEAU D'OBSERVATION"	"Réseau d'observations
Corniche angevine, Anjou bleu, secteur lavallois et cœur du bocage vendéen, jardins d'amateurs."	"jardin"	""	""	""	""	"2 MAI 2019 R osier"	"Aphrophore - cicad"	"5088-5205"	"type=RESEAU D'OBSERVATION, form=Réseau d'observations
Corniche angevine, Anjou bleu, secteur lavallois et cœur du bocage vendéen, jardins d'amateurs."
"05bsv_jevi_20190502_cle8f22b6"	"H5
P"	"RESEAU D'OBSERVATION"	"Observations
Les premiers crachats de coucou liés à la présence de Philaenus spumarius sont actuellement visibles."	""	""	""	""	""	"parition des larves"	"Présentation Il s'a"	"5263-5377"	"type=RESEAU D'OBSERVATION, form=Observations
Les premiers crachats de coucou liés à la présence de Philaenus spumarius sont actuellement visibles."
"05bsv_jevi_20190502_cle8f22b6"	"H5
P"	"RISQUE"	"Analyse et gestion de risque
Seul l'aspect esthétique est faiblement impacté. Aucune intervention n'est justifiée. Il est possible de s'en débarrasser par jet d'eau pressurisée. Néanmoins, il convient de préciser que cet insecte piqueur-suceur de sève peut être vecteur de bactéries pathogènes. Le cercope des prés Philaenus spumarius est le principal vecteur de Xylella fastidiosa identifié en Italie. Il est également reconnu porteur de la bactérie en France par l'ANSES-LSV. Plus d'informations sur Xylella fastidiosa dans le BSV JEVI 2018 n°4, page 10."	""	"Xylella fastidiosa,
Xylella fastidiosa,
Xylella fastidiosa,
Xylella fastidiosa"	""	""	"2018"	", pour se protéger."	"F GASTINEL - POLLE"	"5487-6043"	"type=RISQUE, form=Analyse et gestion de risque
Seul l'aspect esthétique est faiblement impacté. Aucune intervention n'est justifiée. Il est possible de s'en débarrasser par jet d'eau pressurisée. Néanmoins, il convient de préciser que cet insecte piqueur-suceur de sève peut être vecteur de bactéries pathogènes. Le cercope des prés Philaenus spumarius est le principal vecteur de Xylella fastidiosa identifié en Italie. Il est également reconnu porteur de la bactérie en France par l'ANSES-LSV. Plus d'informations sur Xylella fastidiosa dans le BSV JEVI 2018 n°4, page 10."
"05bsv_jevi_20190502_cle8f22b6"	"H5
P"	"RESEAU D'OBSERVATION"	"Observations
Les sites du réseau sont indemnes de cette maladie."	""	""	""	""	""	"es noires : absence"	"Analyse de risque A"	"6128-6192"	"type=RESEAU D'OBSERVATION, form=Observations
Les sites du réseau sont indemnes de cette maladie."
"05bsv_jevi_20190502_cle8f22b6"	"H5
P"	"RISQUE"	"Analyse de risque
Actuellement, les températures sont encore fraîches pour que les conidies, organes de reproduction et de dissémination du champignon (pluies et éclaboussures), germent facilement (impossible si T<13°C et T optimale = 26°C). Néanmoins, elles gardent leur faculté germinative durant 2 à 3 semaines. Il est essentiel de supprimer la litière végétale contaminée lors de la dernière saison, car c'est le support d'hivernation du champignon. Si cela n'a pas été fait à l'automne dernier, il est peut-être déjà trop tard, les conidies étant déjà dispersées. Surveiller les évolutions de températures des 3 prochaines semaines."	"champignon,
champignon"	"champignon,
champignon"	""	""	""	"s de cette maladie."	"Substance de base S"	"6193-6830"	"type=RISQUE, form=Analyse de risque
Actuellement, les températures sont encore fraîches pour que les conidies, organes de reproduction et de dissémination du champignon (pluies et éclaboussures), germent facilement (impossible si T<13°C et T optimale = 26°C). Néanmoins, elles gardent leur faculté germinative durant 2 à 3 semaines. Il est essentiel de supprimer la litière végétale contaminée lors de la dernière saison, car c'est le support d'hivernation du champignon. Si cela n'a pas été fait à l'automne dernier, il est peut-être déjà trop tard, les conidies étant déjà dispersées. Surveiller les évolutions de températures des 3 prochaines semaines."
"05bsv_jevi_20190502_cle8f22b6"	"FIGCAPTION
FIGURE"	"FOOTER"	"Page 4"	""	""	""	""	""	"19 PAYS DE LA LOIRE"	"BSV JEVI N°05 DU 2"	"7548-7554"	"type=FOOTER, form=Page 4"
"05bsv_jevi_20190502_cle8f22b6"	"P"	"EDITION"	"BSV JEVI N°05 DU 2 MAI 2019"	""	""	""	""	"2 MAI 2019"	"DE LA LOIRE Page 4"	"Puceron : présence"	"7555-7582"	"type=EDITION, form=BSV JEVI N°05 DU 2 MAI 2019"
"05bsv_jevi_20190502_cle8f22b6"	"H4
H5
H5"	"RISQUE"	" Puceron : présence variable et auxiliaire
Observations
Gestion du risque"	""	"Puceron"	""	""	""	"N°05 DU 2 MAI 2019"	"Selon les sites, la"	"7583-7656"	"type=RISQUE, form= Puceron : présence variable et auxiliaire
Observations
Gestion du risque"
"05bsv_jevi_20190502_cle8f22b6"	"P
BR"	"RISQUE"	"Selon les sites, la présence de pucerons est très variable, de quelques individus à une présence généralisée(principalement sur rosier grimpant Pierre de Ronsard'). Les observateurs vendéens constatent une diminution à la suite d'une aspersion d'eau pressurisée. En Mayenne, des larves et des pontes de syrphe sont toujours observées."	"rosier"	"pucerons,
larves"	""	"Mayenne"	""	"s Gestion du risque"	"Analyse du risque S"	"7657-7991"	"type=RISQUE, form=Selon les sites, la présence de pucerons est très variable, de quelques individus à une présence généralisée(principalement sur rosier grimpant Pierre de Ronsard'). Les observateurs vendéens constatent une diminution à la suite d'une aspersion d'eau pressurisée. En Mayenne, des larves et des pontes de syrphe sont toujours observées."
"05bsv_jevi_20190502_cle8f22b6"	"H5
P
BR
BR
BR
BR
BR
BR
BR"	"RISQUE"	"Analyse du risque
Sur le site le plus infesté, malgré les averses et la présence d'auxiliaires, les populations continuent de progresser et les folioles commencent à présenter des déformations.
En cas de fortes infestations, il est possible d'intervenir à plusieurs niveaux : laisser agir les auxiliaires naturels (coccinelle, chrysope, syrphe, hyménoptères parasitoïdes, ) et favoriser leur installation. Vous pouvez retrouver certaines espèces en jardinerie pour effectuer des lâchers. Retrouvez les auxiliaires observés sur rosier, dans le BSV JEVI n°4, page 4. vous pouvez favoriser la venue des oiseaux en plantant des haies attractives d'arbustes à baies(cornouiller, viorne ). supprimer les pousses infestées, lorsque cela est possible. proscrire les tailles trop courtes. méthodes de biocontrôle : pour les sites les plus infestés, il est possible d'utiliser un produit à base d'huile végétale (colza). Un traitement à base de pyrèthres naturels peut être effectué en l'absence avérée de populations d'auxiliaires, car ce produit polyvalent détruit de nombreux insectes, dont des prédateurs et parasitoïdes de pucerons (ce qui n'est pas le cas actuellement)."	"rosier,
colza"	"parasitoïdes,
oiseaux,
parasitoïdes,
pucerons"	""	""	""	"toujours observées."	"substance de base :"	"7992-9158"	"type=RISQUE, form=Analyse du risque
Sur le site le plus infesté, malgré les averses et la présence d'auxiliaires, les populations continuent de progresser et les folioles commencent à présenter des déformations.
En cas de fortes infestations, il est possible d'intervenir à plusieurs niveaux : laisser agir les auxiliaires naturels (coccinelle, chrysope, syrphe, hyménoptères parasitoïdes, ) et favoriser leur installation. Vous pouvez retrouver certaines espèces en jardinerie pour effectuer des lâchers. Retrouvez les auxiliaires observés sur rosier, dans le BSV JEVI n°4, page 4. vous pouvez favoriser la venue des oiseaux en plantant des haies attractives d'arbustes à baies(cornouiller, viorne ). supprimer les pousses infestées, lorsque cela est possible. proscrire les tailles trop courtes. méthodes de biocontrôle : pour les sites les plus infestés, il est possible d'utiliser un produit à base d'huile végétale (colza). Un traitement à base de pyrèthres naturels peut être effectué en l'absence avérée de populations d'auxiliaires, car ce produit polyvalent détruit de nombreux insectes, dont des prédateurs et parasitoïdes de pucerons (ce qui n'est pas le cas actuellement)."
"05bsv_jevi_20190502_cle8f22b6"	"H4
H5"	"RISQUE"	" Galéruque : détection des premières larves
Réseau d'observations"	""	"larves"	""	""	""	"ge 3. V iburnum sp."	"Région lavalloise,"	"9227-9292"	"type=RISQUE, form= Galéruque : détection des premières larves
Réseau d'observations"
"05bsv_jevi_20190502_cle8f22b6"	"P
H5
P"	"RISQUE"	"Le site présente des premières larves et défoliations associées.
Analyse de risque et gestion du risque
A titre de prévention, la taille et la suppression des rameaux porteurs de pontes avaient été effectuées. Néanmoins, certaines sont passées "" au travers "" puisque des premiers dégâts sont constatés. La suppression des premières feuilles et rameaux atteints peut suffire à contrôler ce ravageur, les larves ne se sont pas encore propagées vers l'ensemble du feuillage."	""	"larves,
larves"	""	""	""	"ardins Observations"	"F GASTINEL - POLLE"	"9345-9816"	"type=RISQUE, form=Le site présente des premières larves et défoliations associées.
Analyse de risque et gestion du risque
A titre de prévention, la taille et la suppression des rameaux porteurs de pontes avaient été effectuées. Néanmoins, certaines sont passées "" au travers "" puisque des premiers dégâts sont constatés. La suppression des premières feuilles et rameaux atteints peut suffire à contrôler ce ravageur, les larves ne se sont pas encore propagées vers l'ensemble du feuillage."
"05bsv_jevi_20190502_cle8f22b6"	"FIGCAPTION
FIGURE"	"RISQUE"	"Larves et défoliations associées - Galéruque - Viorne Boule de Neige'"	""	"Larves"	""	""	""	"GASTINEL - POLLENIZ"	"RÉSEAU DE SURVEILL"	"9840-9909"	"type=RISQUE, form=Larves et défoliations associées - Galéruque - Viorne Boule de Neige'"
"05bsv_jevi_20190502_cle8f22b6"	"FIGCAPTION
FIGURE"	"FOOTER"	"Page 5"	""	""	""	""	""	"19 PAYS DE LA LOIRE"	"BSV JEVI N°05 DU 2"	"9981-9987"	"type=FOOTER, form=Page 5"
"05bsv_jevi_20190502_cle8f22b6"	"P"	"EDITION"	"BSV JEVI N°05 DU 2 MAI 2019"	""	""	""	""	"2 MAI 2019"	"DE LA LOIRE Page 5"	"POTAGERS C hou Rése"	"9988-10015"	"type=EDITION, form=BSV JEVI N°05 DU 2 MAI 2019"
"05bsv_jevi_20190502_cle8f22b6"	"H1"	"CULTURE"	"POTAGERS"	"jardins familiaux"	""	""	""	""	"N°05 DU 2 MAI 2019"	"C hou Réseaux d'obs"	"10016-10024"	"type=CULTURE, form=POTAGERS"
"05bsv_jevi_20190502_cle8f22b6"	"H5
P"	"RESEAU D'OBSERVATION"	"Réseaux d'observations
Région Erdre et Gesvres, Haut-Anjou (49) et cœur du bocage vendéen, potagers de particulier."	"jardins familiaux"	""	""	""	""	"2019 POTAGERS C hou"	"Altise : impacts s"	"10031-10146"	"type=RESEAU D'OBSERVATION, form=Réseaux d'observations
Région Erdre et Gesvres, Haut-Anjou (49) et cœur du bocage vendéen, potagers de particulier."
"05bsv_jevi_20190502_cle8f22b6"	"H5
P"	"RESEAU D'OBSERVATION"	"Observations
Les jardiniers du site 44 indiquent la présence d'altises en nombre, fragilisant ainsi les jeunes plants de chou."	"chou"	""	""	""	""	"s sur jeunes plants"	"Analyse et gestion"	"10183-10309"	"type=RESEAU D'OBSERVATION, form=Observations
Les jardiniers du site 44 indiquent la présence d'altises en nombre, fragilisant ainsi les jeunes plants de chou."
"05bsv_jevi_20190502_cle8f22b6"	"H5
P"	"RISQUE"	"Analyse et gestion de risque
Les conditions météorologiques chaudes et sèches ont pu favoriser le développement de ce ravageur il y a 15 jours, mais actuellement, le retour de fraîcheur constaté depuis une dizaine de jours devrait freiner les populations. Un arrosage des cultures peut également aider à maintenir des conditions défavorables."	"maïs"	""	""	""	""	"nes plants de chou."	"Pigeon : forte att"	"10310-10652"	"type=RISQUE, form=Analyse et gestion de risque
Les conditions météorologiques chaudes et sèches ont pu favoriser le développement de ce ravageur il y a 15 jours, mais actuellement, le retour de fraîcheur constaté depuis une dizaine de jours devrait freiner les populations. Un arrosage des cultures peut également aider à maintenir des conditions défavorables."
"05bsv_jevi_20190502_cle8f22b6"	"H5"	"RESEAU D'OBSERVATION"	"Observations"	""	""	""	""	""	"attaque ponctuelle"	"Analyse et gestion"	"10688-10700"	"type=RESEAU D'OBSERVATION, form=Observations"
"05bsv_jevi_20190502_cle8f22b6"	"H5
P
P"	"RISQUE"	"Analyse et gestion de risque
Dans le Haut-Anjou, il a été constaté d'importantes défoliations de jeunes plants de choux repiqués (choux-raves, choux cabus, choux de Bruxelles) par des pigeons. Environ 90 % des choux ont été ravagés.
Dans les situations à risques, couvrir les planches cultivées avec un filet dès le repiquage ou la plantation."	"chou,
chou,
Chou cabus blanc,
chou de Bruxelles,
chou"	""	""	""	""	"tuelle Observations"	"Piéride : vol cons"	"10701-11044"	"type=RISQUE, form=Analyse et gestion de risque
Dans le Haut-Anjou, il a été constaté d'importantes défoliations de jeunes plants de choux repiqués (choux-raves, choux cabus, choux de Bruxelles) par des pigeons. Environ 90 % des choux ont été ravagés.
Dans les situations à risques, couvrir les planches cultivées avec un filet dès le repiquage ou la plantation."
"05bsv_jevi_20190502_cle8f22b6"	"H4"	"CULTURE"	" Piéride : vol constaté mais absence de ponte et de dégât"	"maïs"	"Piéride"	""	""	""	"e ou la plantation."	"Observations Analys"	"11045-11102"	"type=CULTURE, form= Piéride : vol constaté mais absence de ponte et de dégât"
"05bsv_jevi_20190502_cle8f22b6"	"H5"	"RESEAU D'OBSERVATION"	"Observations"	""	""	""	""	""	"e ponte et de dégât"	"Analyse et gestion"	"11103-11115"	"type=RESEAU D'OBSERVATION, form=Observations"
"05bsv_jevi_20190502_cle8f22b6"	"H5
P
P"	"RISQUE"	"Analyse et gestion de risque
Les jardiniers du site 44 ont constaté des vols de papillons, mais pas de ponte, ni de dégât.
Il peut y avoir 3 générations pour ce ravageur. La première, au printemps, est la moins prolifique et donc la moins dommageable. Les observateurs ont posé un voile, ce qui empêche effectivement les papillons de pondre sur la culture. Et ce qui réduit également le développement des populations pour les différentes générations à venir."	"maïs"	""	""	""	""	"dégât Observations"	"Puceron : absence"	"11116-11574"	"type=RISQUE, form=Analyse et gestion de risque
Les jardiniers du site 44 ont constaté des vols de papillons, mais pas de ponte, ni de dégât.
Il peut y avoir 3 générations pour ce ravageur. La première, au printemps, est la moins prolifique et donc la moins dommageable. Les observateurs ont posé un voile, ce qui empêche effectivement les papillons de pondre sur la culture. Et ce qui réduit également le développement des populations pour les différentes générations à venir."
"05bsv_jevi_20190502_cle8f22b6"	"H4
H5"	"RISQUE"	" Puceron : absence
Observations"	""	"Puceron"	""	""	""	"énérations à venir."	"Les jardiniers du s"	"11575-11606"	"type=RISQUE, form= Puceron : absence
Observations"
"05bsv_jevi_20190502_cle8f22b6"	"P
P
H5
P"	"RISQUE"	"Les jardiniers du site 85 ont constaté une absence de pucerons, suite à l'aspersion de la culture par eau pressurisée.
Observez attentivement vos végétaux pour savoir si vous êtes en situation de risque et contactez l'animatrice filière JEVI si besoin.
Analyse et gestion de risque
Actuellement, tout traitement est inutile sur les parcelles du réseau d'épidémiosurveillance JEVI."	""	"pucerons"	""	""	""	"bsence Observations"	"RÉSEAU DE SURVEILL"	"11607-11987"	"type=RISQUE, form=Les jardiniers du site 85 ont constaté une absence de pucerons, suite à l'aspersion de la culture par eau pressurisée.
Observez attentivement vos végétaux pour savoir si vous êtes en situation de risque et contactez l'animatrice filière JEVI si besoin.
Analyse et gestion de risque
Actuellement, tout traitement est inutile sur les parcelles du réseau d'épidémiosurveillance JEVI."
"05bsv_jevi_20190502_cle8f22b6"	"FIGCAPTION
FIGURE"	"FOOTER"	"Page 6"	""	""	""	""	""	"19 PAYS DE LA LOIRE"	"BSV JEVI N°05 DU 2"	"12059-12065"	"type=FOOTER, form=Page 6"
"05bsv_jevi_20190502_cle8f22b6"	"H5
P"	"RESEAU D'OBSERVATION"	"Réseaux d'observations
Vallée de la Loire (49), potager d'amateurs."	"jardins familiaux"	""	""	"Loire"	""	"attaque ponctuelle"	"Observations L'obse"	"12133-12200"	"type=RESEAU D'OBSERVATION, form=Réseaux d'observations
Vallée de la Loire (49), potager d'amateurs."
"05bsv_jevi_20190502_cle8f22b6"	"P
H5"	"RISQUE"	"L'observateur de ce site nous fait part d'un taux de colonisation de 50 % de ses plants d'épinard (stade 3 feuilles) par une petite larve responsable de mines sur feuilles ; probablement la mouche (mineuse) de la betterave, appelée également pégomyie, Pegomyia betae. Cet insecte diptère est inféodé aux végétaux de la famille des Chénopodiacées, cultivées ou adventices du potager (betterave, chénopode, épinard, poirée ou bette à cardes...).
Analyse et gestion de risque"	"betterave,
jardins familiaux,
betterave,
épinard,
poirée,
poirée"	"larve,
mouche,
mineuse"	""	""	""	"teurs. Observations"	"La suppression manu"	"12214-12686"	"type=RISQUE, form=L'observateur de ce site nous fait part d'un taux de colonisation de 50 % de ses plants d'épinard (stade 3 feuilles) par une petite larve responsable de mines sur feuilles ; probablement la mouche (mineuse) de la betterave, appelée également pégomyie, Pegomyia betae. Cet insecte diptère est inféodé aux végétaux de la famille des Chénopodiacées, cultivées ou adventices du potager (betterave, chénopode, épinard, poirée ou bette à cardes...).
Analyse et gestion de risque"
