"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"018 sur parcelle de"	"cerisier"	"cerisier"	". Les pièges utilisé"	"5172-5180"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerisier"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"rencontrée dans les"	"vergers"	"arboriculture fruitière"	"en Rhône-Alpes cert"	"5919-5926"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=vergers"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"assurée en 2018 sur"	"pommier"	"pommier"	", pêcher et kiwi, à"	"6067-6074"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"différentes espèces"	"fruitières"	"culture fruitière"	"pour les principale"	"6350-6360"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=fruitières"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"tier, du pêcher, du"	"cerisier"	"cerisier"	", du pommier et du p"	"6663-6671"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerisier"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"er, du cerisier, du"	"pommier"	"pommier"	"et du poirier. Suiv"	"6676-6683"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"aturité Tavelure du"	"pommier"	"pommier"	"Afin de déterminer"	"6748-6755"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"e de la Tavelure du"	"pommier"	"pommier"	", des observations e"	"6874-6881"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"tion du réseau 2018"	"Cultures fruitières"	"culture fruitière"	", région AURA, éditi"	"8289-8308"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"le débourrement du"	"pommier"	"pommier"	"est proche, les sor"	"8490-8497"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"ur le carpocapse du"	"pommier"	"pommier"	". Modélisation Anthr"	"10463-10470"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"tion du réseau 2018"	"Cultures fruitières"	"culture fruitière"	", région AURA, éditi"	"10827-10846"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"on intégrée. http://"	"arboriculture"	"arboriculture"	".ecophytopic.fr/arbo"	"10975-10988"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, form=arboriculture"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"ture.ecophytopic.fr/"	"arboriculture"	"arboriculture"	"Toute reproduction"	"11004-11017"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, form=arboriculture"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"u référent : Cécile"	"BOIS"	"houblon"	"cecile.bois@aura.ch"	"11225-11229"	"IRI=http://ontology.inrae.fr/frenchcropusage/Houblons, tomap-candidate-head=bois, tomap-concept-synonym=bois des diable, tomap-significant-head=bois, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, form=BOIS"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"hône-Alpes, ADABIO,"	"Verger Expérimental de Poisy"	"jardin"	", Cooptain, Coopénoi"	"11757-11785"	"IRI=http://ontology.inrae.fr/frenchcropusage/Jardins, tomap-candidate-head=vergers, tomap-concept-synonym=verger familial, tomap-significant-head=vergers, tomap-classifier=head, similarity=0.2, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, form=Verger Expérimental de Poisy"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"tion du réseau 2018"	"Cultures fruitières"	"culture fruitière"	", région AURA, éditi"	"12484-12503"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"n° 19 19 juin 2018"	"Cultures fruitières"	"culture fruitière"	"À retenir cette sem"	"129-148"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"coces de RL. Pêcher-"	"Abricotier"	"abricotier"	": Crédit photo : Ré"	"821-831"	"IRI=http://ontology.inrae.fr/frenchcropusage/Abricotiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=abricotier, skos-prefLabel=abricotier, form=Abricotier"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"-Alpes"	"Abricotier"	"abricotier"	": - ECA : sympt"	"923-933"	"IRI=http://ontology.inrae.fr/frenchcropusage/Abricotiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=abricotier, skos-prefLabel=abricotier, form=Abricotier"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"sibles, repérez les"	"arbres"	"arbre à fruits à pépins"	"atteints"	"989-995"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_pepins, tomap-candidate-head=arbres, tomap-concept-synonym=arbre à pépins, tomap-significant-head=arbres, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, form=arbres"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"orte pression -"	"Petite"	"petit fruit"	"mineuse du pêcher :"	"1065-1071"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=Petite"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"t signalé Pêcher :"	"Cerisier"	"cerisier"	":- D. suzukii : nou"	"1371-1379"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=Cerisier"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"lage)- Mouche de la"	"cerise"	"cerisier"	": Risque élevé cett"	"1548-1554"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerise"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"s : dégâts visibles"	"Pommier"	"pommier"	":- Tavelure : fin d"	"1694-1701"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=Pommier"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"tien des aspersions"	"Pommier"	"pommier"	"-Poirier :- Feu bact"	"2071-2078"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=Pommier"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"veaux symptômes sur"	"pommier"	"pommier"	"et poirier, pressio"	"2129-2136"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"tin. BSV n°19, 2018"	"Cultures fruitières"	"culture fruitière"	", région AURA, éditi"	"3265-3284"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"taient visibles sur"	"abricots"	"abricotier"	"sur 3 parcelles (1"	"4027-4035"	"IRI=http://ontology.inrae.fr/frenchcropusage/Abricotiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=abricotier, skos-prefLabel=abricotier, form=abricots"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"des fruits), et sur"	"cerises"	"cerisier"	"sur une parcelle (0"	"4134-4141"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerises"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"s visibles dans des"	"vergers"	"arboriculture fruitière"	"non protégés par la"	"4270-4277"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=vergers"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"les placer sur les"	"arbres"	"arbre à fruits à pépins"	"de fruits à pépins,"	"4511-4517"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_pepins, tomap-candidate-head=arbres, tomap-concept-synonym=arbre à pépins, tomap-significant-head=arbres, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, form=arbres"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"en terre avec de la"	"paille recouverts d'un grillage"	"lentille potagère"	"ou morceaux de tuya"	"4641-4672"	"IRI=http://ontology.inrae.fr/frenchcropusage/Lentilles_potageres, tomap-candidate-head=paille, tomap-concept-synonym=paille de lentille, tomap-significant-head=paille, tomap-classifier=head, similarity=0.16666666666666666, skos-prefLabel=lentille potagère, skos-prefLabel=lentille potagère, skos-prefLabel=lentille potagère, skos-prefLabel=lentille potagère, skos-prefLabel=lentille potagère, skos-prefLabel=lentille potagère, skos-prefLabel=lentille potagère, skos-prefLabel=lentille potagère, form=paille recouverts d'un grillage"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"de 10 cm remplis de"	"paille"	"céréale à paille"	"à suspendre à l'env"	"4726-4732"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, tomap-classifier=exact, similarity=1.0, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, form=paille"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"à l'envers dans les"	"arbres"	"arbre à fruits à pépins"	", ou bien morceaux d"	"4765-4771"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_pepins, tomap-candidate-head=arbres, tomap-concept-synonym=arbre à pépins, tomap-significant-head=arbres, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, form=arbres"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"la maturité. PECHER"	"ABRICOTIER"	"abricotier"	"MALADIES DE CONSER"	"4939-4949"	"IRI=http://ontology.inrae.fr/frenchcropusage/Abricotiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=abricotier, skos-prefLabel=abricotier, form=ABRICOTIER"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"dans le paragraphe"	"Abricotier"	"abricotier"	". Situation : Au sei"	"5033-5043"	"IRI=http://ontology.inrae.fr/frenchcropusage/Abricotiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=abricotier, skos-prefLabel=abricotier, form=Abricotier"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"s sont observés sur"	"abricots"	"abricotier"	"en Moyenne Vallée d"	"5243-5251"	"IRI=http://ontology.inrae.fr/frenchcropusage/Abricotiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=abricotier, skos-prefLabel=abricotier, form=abricots"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"intenir :- Dans les"	"vergers"	"arboriculture fruitière"	"non récoltés, réali"	"5790-5797"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=vergers"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"vert pour aérer les"	"arbres"	"arbre à fruits à pépins"	"et diminuer l'hygro"	"5855-5861"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_pepins, tomap-candidate-head=arbres, tomap-concept-synonym=arbre à pépins, tomap-significant-head=arbres, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, skos-prefLabel=arbre à fruits à pépins, form=arbres"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"feuillage- Pour les"	"vergers"	"arboriculture fruitière"	"déjà récoltés, avec"	"5911-5918"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=vergers"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"yant servi dans ces"	"vergers"	"arboriculture fruitière"	", et d'intervenir su"	"6370-6377"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=vergers"
"BSV_RA_ARBO_no19du19062018_cle4af8d5-1"	"html"	"78254"	"gnon BSV n°19, 2018"	"Cultures fruitières"	"culture fruitière"	", région AURA, éditi"	"6496-6515"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
